,Application,variable,Perf_node01_power_energy_pkg_,a,Perf_node01_power_energy_ram_,b,Perf_node01_power_energy_total_,c
2225,CG,127,1,2,1,2,1,2
2226,CG,127,2,1,2,1,2,1
2227,CG,71,1,2,1,2,1,2
2228,CG,127,2,1,2,1,2,1
2229,CG,112,1,2,1,2,1,2
2230,CG,0,1,1,1,1,1,1
2231,CG,127,2,1,2,1,2,1
2232,CG,71,1,2,1,2,1,2
2233,CG,112,2,1,1,1,2,1
2234,CG,126,2,2,2,1,2,2
2235,CG,1,1,2,1,2,1,2
2236,CG,28,1,1,1,1,1,1
2237,CG,115,2,1,2,1,2,1
2238,CG,3,1,2,1,2,1,2
2239,CG,124,1,1,2,1,2,1
2240,CG,127,2,1,2,2,2,2
2241,CG,96,2,2,1,2,1,2
2242,CG,31,1,2,2,1,1,1
2243,CG,70,2,1,2,2,2,1
2244,CG,112,1,2,1,2,1,2
2245,CG,31,1,1,2,1,1,1
2246,CG,0,1,1,2,2,2,1
2247,CG,127,2,1,1,2,1,2
2248,CG,127,2,2,2,1,2,1
2249,CG,127,1,2,2,2,1,2
2250,CG,65,1,1,2,2,2,1
2251,CG,4,1,1,1,2,1,2
2252,CG,127,2,1,2,1,2,1
2253,CG,103,2,2,1,2,1,2
2254,CG,15,1,2,2,1,1,1
2255,CG,116,2,1,2,2,2,1
2256,CG,1,1,2,1,2,1,2
2257,CG,127,2,1,2,1,2,1
2258,CG,2,2,2,2,2,2,2
2259,CG,103,2,2,1,2,1,2
2260,CG,126,1,2,2,1,2,1
2261,CG,67,1,1,1,2,1,2
2262,CG,127,2,1,1,1,2,1
2263,CG,127,2,2,1,1,2,2
2264,CG,0,1,2,2,1,1,2
2265,CG,127,1,1,2,2,2,1
2266,CG,126,2,1,1,2,2,2
2267,CG,7,1,2,1,1,1,2
2268,CG,0,1,1,1,1,1,1
2269,CG,127,2,1,2,1,2,1
2270,CG,1,1,2,2,2,1,2
2271,CG,127,2,1,1,2,1,1
2272,CG,127,2,2,1,1,2,1
2273,CG,0,1,2,2,1,1,2
2274,CG,127,2,1,1,2,2,1
2275,CG,124,2,2,2,1,2,2
2276,CG,7,1,2,1,2,1,2
2277,CG,0,1,1,2,1,2,1
2278,CG,127,2,1,1,2,1,2
2279,CG,102,2,2,2,1,2,1
2280,CG,95,1,2,1,2,1,2
2281,CG,96,2,1,2,1,2,1
2282,CG,31,1,2,1,2,1,2
2283,CG,127,1,1,1,1,1,1
2284,CG,70,2,1,2,1,2,1
2285,CG,103,1,2,1,2,1,2
2286,CG,56,1,1,2,1,1,1
2287,CG,0,1,1,2,2,1,1
2288,CG,127,2,1,2,2,2,1
2289,CG,70,2,2,1,2,1,2
2290,CG,64,1,2,2,1,2,1
2291,CG,62,1,1,2,2,2,2
2292,CG,127,2,1,1,2,2,2
2293,CG,15,1,2,1,1,1,2
2294,CG,64,1,1,1,1,1,1
2295,CG,127,2,1,1,1,2,1
2296,CG,1,1,2,1,1,1,2
2297,CG,0,1,1,1,1,1,1
2298,CG,127,2,1,2,1,2,1
2299,CG,0,1,2,2,2,1,2
2300,CG,100,2,1,1,2,1,1
2301,CG,127,2,2,1,1,1,1
2302,CG,0,1,2,2,1,1,1
2303,CG,127,2,1,2,2,2,1
2304,CG,2,1,2,1,2,1,2
2305,CG,100,2,1,1,1,1,1
2306,CG,111,2,2,1,1,2,1
2307,CG,30,1,2,0,1,1,2
2308,CG,103,2,1,3,0,2,1
2309,CG,97,2,2,3,3,2,2
2310,CG,127,2,2,2,3,2,2
2311,CG,0,1,2,1,2,1,2
2312,CG,121,1,1,1,1,1,1
2313,CG,126,2,1,1,1,2,1
2314,CG,24,1,2,2,1,1,2
2315,CG,96,2,1,2,2,2,1
2316,CG,6,1,2,0,2,1,2
2317,CG,127,2,1,3,0,2,1
2318,CG,126,2,2,2,3,2,2
2319,CG,71,1,2,1,2,1,2
2320,CG,112,1,1,2,1,1,1
2321,CG,2,1,1,1,2,1,1
2322,CG,127,2,1,2,1,2,1
2323,CG,98,2,2,2,2,2,2
2324,CG,127,2,2,1,2,2,2
2325,CG,6,1,2,1,1,1,2
2326,CG,103,2,1,2,1,2,1
2327,CG,127,2,2,2,2,2,2
2328,CG,0,1,2,1,2,1,2
2329,CG,4,1,1,1,1,1,1
2330,CG,127,2,1,2,1,2,1
2331,CG,0,1,2,1,2,1,2
2332,CG,7,1,1,1,1,1,1
2333,CG,124,2,1,2,1,2,1
2334,CG,1,1,2,1,2,1,2
2335,CG,127,2,1,2,1,2,1
2336,CG,111,1,2,1,2,1,2
2337,CG,101,1,1,0,1,1,1
2338,CG,2,1,1,3,0,2,1
2339,CG,127,2,1,2,3,2,2
2340,CG,56,1,2,1,2,1,2
2341,CG,71,1,1,1,1,1,1
2342,CG,70,2,1,1,1,2,1
2343,CG,33,1,2,2,1,1,2
2344,CG,126,2,1,1,2,2,1
2345,CG,15,1,2,1,1,1,2
2346,CG,96,2,1,1,1,1,1
2347,CG,7,1,2,2,1,2,1
2348,CG,127,2,1,2,2,2,2
2349,CG,127,2,2,2,2,2,2
2350,CG,0,1,2,1,2,1,2
2351,CG,120,2,1,2,1,2,1
2352,CG,2,1,2,1,2,1,2
2353,CG,127,2,1,2,1,2,1
2354,CG,71,2,2,1,2,1,2
2355,CG,101,1,2,2,1,1,1
2356,CG,126,2,1,2,2,2,1
2357,CG,7,1,2,1,2,1,2
2358,CG,96,1,1,2,1,1,1
2359,CG,127,2,1,2,2,2,1
2360,CG,0,1,2,1,2,1,2
2361,CG,122,2,1,2,1,2,1
2362,CG,127,2,2,1,2,2,2
2363,CG,1,1,2,1,1,1,2
2364,CG,126,1,1,1,1,1,1
2365,CG,0,1,1,0,1,1,1
2366,CG,127,2,1,3,0,2,1
2367,CG,7,1,2,1,3,1,2
2368,CG,115,2,1,2,1,2,1
2369,CG,14,1,2,0,2,1,2
2370,CG,97,2,1,3,0,2,1
2371,CG,126,2,2,2,3,2,2
2372,CG,31,1,2,1,2,1,2
2373,CG,64,2,1,1,1,2,1
2374,CG,5,1,2,2,1,2,2
2375,CG,126,2,1,1,2,2,2
2376,CG,126,1,2,1,1,1,2
2377,CG,65,1,1,1,1,1,1
2378,CG,0,1,1,1,1,1,1
2379,CG,127,2,1,2,1,2,1
2380,CG,98,2,2,2,2,2,2
2381,CG,31,1,2,2,2,1,2
2382,CG,96,2,1,2,2,2,1
2383,CG,94,2,2,1,2,1,2
2384,CG,127,1,2,2,1,1,1
2385,CG,127,2,1,2,2,2,1
2386,CG,7,1,2,1,2,1,2
2387,CG,112,2,1,2,1,2,1
2388,CG,95,2,2,1,2,1,2
2389,CG,63,1,2,2,1,1,1
2390,CG,68,2,1,2,2,2,1
2391,CG,127,2,2,2,2,2,2
2392,CG,0,1,2,1,2,1,2
2393,CG,98,2,1,2,1,2,1
2394,CG,127,1,2,2,2,1,2
2395,CG,0,1,1,1,2,1,1
2396,CG,0,1,1,1,1,1,1
2397,CG,127,2,1,2,1,2,1
2398,CG,36,2,2,1,2,1,2
2399,CG,15,1,2,2,1,1,1
2400,CG,96,2,1,2,2,2,1
2401,CG,14,1,2,1,2,1,2
2402,CG,127,2,1,1,1,1,1
2403,CG,70,2,2,2,1,2,1
2404,CG,2,1,2,2,2,1,2
2405,CG,96,2,1,2,2,2,1
2406,CG,15,1,2,1,2,1,2
2407,CG,127,2,1,2,1,2,1
2408,CG,102,2,2,1,2,1,2
2409,CG,95,1,2,1,1,1,1
2410,CG,96,2,1,2,1,2,1
2411,CG,7,1,2,1,2,1,2
2412,CG,127,2,1,2,1,2,1
2413,CG,0,1,2,1,2,1,2
2414,CG,111,2,1,1,1,2,1
2415,CG,94,1,2,1,1,1,2
2416,CG,0,1,1,2,1,1,1
2417,CG,127,2,1,2,2,2,1
2418,CG,63,1,2,1,2,1,2
2419,CG,64,1,1,1,1,1,1
2420,CG,126,2,1,2,1,2,1
2421,CG,35,2,2,2,2,2,2
2422,CG,92,1,2,1,2,1,2
2423,CG,103,2,1,1,1,1,1
2424,CG,0,1,2,2,1,1,1
2425,CG,122,1,1,1,2,1,1
2426,CG,127,2,1,0,1,1,1
2427,CG,0,1,2,3,0,2,1
2428,CG,24,1,1,2,3,1,2
2429,CG,70,2,1,1,2,2,1
2430,CG,63,1,2,1,1,1,2
2431,CG,127,2,1,2,1,2,1
2432,CG,119,2,2,2,2,2,2
2433,CG,124,1,2,2,2,1,2
2434,CG,103,2,1,1,2,2,1
2435,CG,96,1,2,1,1,1,2
2436,CG,95,1,1,1,1,1,1
2437,CG,0,1,1,1,1,1,1
2438,CG,127,2,1,2,1,2,1
2439,CG,102,2,2,1,2,2,2
2440,CG,31,1,2,1,1,1,2
2441,CG,98,2,1,3,1,2,1
2442,CG,0,1,2,1,3,1,2
2443,CG,127,2,1,1,1,2,1
2444,CG,70,2,2,2,1,2,2
2445,CG,47,1,2,1,2,1,2
2446,CG,126,2,1,2,1,2,1
2447,CG,7,1,2,1,2,1,2
2448,CG,120,2,1,2,1,2,1
2449,CG,127,2,2,1,2,1,2
2450,CG,0,1,2,2,1,1,1
2451,CG,127,2,1,1,2,1,1
2452,CG,127,2,2,1,1,2,1
2453,CG,3,1,2,2,1,1,2
2454,CG,0,1,1,1,2,1,1
2455,CG,127,2,1,1,1,2,1
2456,CG,103,1,2,0,1,1,2
2457,CG,6,1,1,1,0,1,1
2458,CG,64,2,1,3,1,2,1
2459,CG,33,1,2,2,3,1,2
2460,CG,126,2,1,1,2,2,1
2461,CG,94,1,2,2,1,1,2
2462,CG,96,1,1,1,2,1,1
2463,CG,94,2,1,1,1,2,1
2464,CG,127,2,2,2,1,2,2
2465,CG,64,1,2,0,2,1,2
2466,CG,7,1,1,1,0,1,1
2467,CG,96,2,1,3,1,2,1
2468,CG,7,1,2,1,3,1,2
2469,CG,127,2,1,1,1,2,1
2470,CG,103,2,2,2,1,2,2
2471,CG,63,1,2,1,2,1,2
2472,CG,96,1,1,1,1,1,1
2473,CG,70,1,1,0,1,1,1
2474,CG,127,2,1,3,0,2,1
2475,CG,102,2,2,2,3,2,2
2476,CG,79,2,2,2,2,2,2
2477,CG,126,1,2,1,2,1,2
2478,CG,95,2,1,0,1,1,1
2479,CG,103,2,2,3,0,2,1
2480,CG,0,1,2,1,3,1,2
2481,CG,127,2,1,2,1,2,1
2482,CG,94,2,2,2,2,2,2
2483,CG,126,1,2,1,2,1,2
2484,CG,32,1,1,2,1,2,1
2485,CG,30,1,1,1,2,1,2
2486,CG,127,1,1,2,1,2,1
2487,CG,102,2,1,1,2,2,2
2488,CG,30,1,2,2,1,1,2
2489,CG,96,2,1,2,2,2,1
2490,CG,4,1,2,1,2,1,2
2491,CG,127,2,1,2,1,2,1
2492,CG,103,2,2,1,2,2,2
2493,CG,31,1,2,2,1,1,2
2494,CG,96,2,1,1,2,2,1
2495,CG,127,1,2,2,1,2,2
2496,CG,127,2,1,1,2,2,2
2497,CG,66,1,2,2,1,2,2
2498,CG,103,2,1,1,2,1,2
2499,CG,126,2,2,2,1,2,1
2500,CG,1,1,2,1,2,1,2
2501,CG,127,2,1,2,1,2,1
2502,CG,95,1,2,1,2,1,2
2503,CG,2,1,1,1,1,1,1
2504,CG,96,1,1,2,1,1,1
2505,CG,103,2,1,2,2,2,1
2506,CG,126,2,2,2,2,2,2
2507,CG,7,1,2,1,2,1,2
2508,CG,0,2,1,1,1,1,1
2509,CG,127,2,2,2,1,2,1
2510,CG,126,2,2,1,2,2,2
2511,CG,31,1,2,2,1,1,2
2512,CG,96,1,1,2,2,2,1
2513,CG,14,1,1,1,2,1,2
2514,CG,127,2,1,2,1,2,1
2515,CG,102,2,2,2,2,2,2
2516,CG,30,1,2,0,2,1,2
2517,CG,96,2,1,3,0,2,1
2518,CG,127,2,2,2,3,2,2
2519,CG,123,1,2,2,2,1,2
2520,CG,126,2,1,2,2,2,1
2521,CG,15,1,2,1,2,1,2
2522,CG,96,2,1,2,1,2,1
2523,CG,78,2,2,1,2,1,2
2524,CG,127,2,2,2,1,2,1
2525,CG,126,2,2,1,2,2,2
2526,CG,63,1,2,2,1,1,2
2527,CG,64,2,1,1,2,2,1
2528,CG,95,2,2,1,1,1,2
2529,CG,127,1,2,1,1,1,1
2530,CG,103,2,1,0,1,1,1
2531,CG,15,1,2,1,0,1,1
2532,CG,96,2,1,3,1,2,1
2533,CG,3,1,2,1,3,1,2
2534,CG,127,2,1,1,1,2,1
2535,CG,0,1,2,2,1,2,2
2536,CG,7,1,1,1,2,1,2
2537,CG,126,2,1,1,1,1,1
2538,CG,0,1,2,2,1,2,1
2539,CG,127,1,1,2,2,2,2
2540,CG,70,2,1,1,2,2,2
2541,CG,31,1,2,1,1,1,2
2542,CG,124,2,1,1,1,1,1
2543,CG,0,1,2,2,1,1,1
2544,CG,127,2,1,2,2,2,1
2545,CG,70,2,2,1,2,1,2
2546,CG,111,2,2,1,1,1,1
2547,CG,30,1,2,2,1,2,1
2548,CG,64,1,1,0,2,1,2
2549,CG,127,2,1,3,0,2,1
2550,CG,7,1,2,1,3,1,2
2551,CG,64,1,1,0,1,1,1
2552,CG,126,2,1,2,0,2,1
2553,CG,127,2,2,3,2,2,2
2554,CG,86,1,2,1,3,1,2
2555,CG,1,1,1,2,1,1,1
2556,CG,70,1,1,0,2,1,1
2557,CG,127,2,1,3,0,2,1
2558,CG,0,1,2,0,3,1,2
2559,CG,94,1,1,2,0,2,1
2560,CG,96,2,1,2,2,2,2
2561,CG,78,2,2,3,2,2,2
2562,CG,63,1,2,2,3,2,2
2563,CG,126,2,1,2,2,2,2
2564,CG,15,1,2,1,2,1,2
2565,CG,96,2,1,1,1,1,1
2566,CG,14,1,2,2,1,2,1
2567,CG,127,1,1,1,2,1,2
2568,CG,103,2,1,1,1,2,1
2569,CG,0,0,2,0,1,0,2
2570,CG,126,2,0,1,0,2,0
2571,CG,94,2,2,1,1,2,2
2572,CG,127,2,2,3,1,2,2
2573,CG,57,1,2,3,3,1,2
2574,CG,94,3,1,3,3,3,1
2575,CG,63,2,3,1,3,1,3
2576,CG,127,2,2,2,1,2,1
2577,CG,37,1,2,2,2,2,2
2578,CG,126,2,1,1,2,1,2
2579,CG,103,1,2,2,1,2,1
2580,CG,42,2,1,1,2,2,2
2581,CG,39,1,2,1,1,1,2
2582,CG,103,1,1,2,1,2,1
2583,CG,127,3,1,3,2,3,2
2584,CG,127,2,3,2,3,2,3
2585,CG,0,0,2,0,2,0,2
2586,CG,102,2,0,0,0,1,0
2587,CG,24,1,2,0,0,1,1
2588,CG,0,1,1,3,0,2,1
2589,CG,62,2,1,2,3,2,2
2590,CG,5,2,2,1,2,1,2
2591,CG,57,1,2,2,1,1,1
2592,CG,70,2,1,2,2,2,1
2593,CG,7,1,2,1,2,1,2
2594,CG,96,2,1,2,1,2,1
2595,CG,127,2,2,1,2,2,2
2596,CG,16,1,2,2,1,1,2
2597,CG,111,2,1,1,2,2,1
2598,CG,1,1,2,1,1,1,2
2599,CG,60,2,1,2,1,2,1
2600,CG,102,1,2,0,2,1,2
2601,CG,64,1,1,3,0,2,1
2602,CG,127,2,1,2,3,2,2
2603,CG,127,2,2,1,2,2,2
2604,CG,127,2,2,1,1,2,2
2605,CG,38,1,2,1,1,1,2
2606,CG,60,2,1,2,1,2,1
2607,CG,31,1,2,2,2,1,2
2608,CG,0,1,1,1,2,1,1
2609,CG,127,2,1,1,1,2,1
2610,CG,64,1,2,2,1,1,2
2611,CG,15,1,1,1,2,1,1
2612,CG,116,2,1,0,1,1,1
2613,CG,63,1,2,3,0,2,1
2614,CG,14,1,1,2,3,1,2
2615,CG,0,1,1,1,2,1,1
2616,CG,126,2,1,1,1,2,1
2617,CG,127,1,2,2,1,2,2
2618,CG,1,1,1,1,2,1,2
2619,CG,3,1,1,1,1,1,1
2620,CG,112,2,1,2,1,2,1
2621,CG,31,1,2,0,2,1,2
2622,CG,96,2,1,3,0,2,1
2623,CG,31,2,2,2,3,2,2
2624,CG,112,2,2,2,2,2,2
2625,CG,63,1,2,1,2,1,2
2626,CG,126,1,1,2,1,2,1
2627,CG,103,2,1,1,2,2,2
2628,CG,9,1,2,2,1,1,2
2629,CG,0,1,1,1,2,1,1
2630,CG,126,2,1,0,1,1,1
2631,CG,127,2,2,3,0,2,1
2632,CG,127,2,2,2,3,2,2
2633,CG,5,1,2,1,2,1,2
2634,CG,96,2,1,1,1,1,1
2635,CG,127,2,2,0,1,1,1
2636,CG,7,1,2,3,0,2,1
2637,CG,32,2,1,2,3,2,2
2638,CG,127,2,2,1,2,2,2
2639,CG,1,1,2,2,1,1,2
2640,CG,24,1,1,2,2,1,1
2641,CG,103,2,1,1,2,2,1
2642,CG,96,2,2,1,1,2,2
2643,CG,31,1,2,0,1,1,2
2644,CG,96,2,1,3,0,2,1
2645,CG,99,1,2,2,3,1,2
2646,CG,102,2,1,1,2,2,1
2647,CG,15,1,2,1,1,1,2
2648,CG,96,2,1,2,1,2,1
2649,CG,71,1,2,1,2,1,2
2650,CG,112,2,1,2,1,2,1
2651,CG,127,2,2,2,2,2,2
2652,CG,94,1,2,2,2,1,2
2653,CG,1,1,1,1,2,1,1
2654,CG,126,2,1,1,1,2,1
2655,CG,95,2,2,2,1,2,2
2656,CG,112,1,2,2,2,1,2
2657,CG,7,1,1,0,2,1,1
2658,CG,96,2,1,2,0,2,1
2659,CG,95,1,2,3,2,2,2
2660,CG,96,2,1,2,3,2,2
2661,CG,127,2,2,1,2,2,2
2662,CG,0,1,2,1,1,1,2
2663,CG,127,2,1,2,1,2,1
2664,CG,126,2,2,2,2,2,2
2665,CG,1,1,2,0,2,1,2
2666,CG,126,2,1,0,0,2,1
2667,CG,127,2,2,3,0,2,2
2668,CG,0,1,2,1,3,1,2
2669,CG,116,2,1,1,1,2,1
2670,CG,31,1,2,1,1,1,2
2671,CG,96,2,1,1,1,2,1
2672,CG,2,1,2,1,1,1,2
2673,CG,127,2,1,2,1,2,1
2674,CG,7,1,2,1,2,1,2
2675,CG,97,2,1,1,1,2,1
2676,CG,126,1,2,2,1,1,2
2677,CG,101,2,1,1,2,2,1
2678,CG,126,1,2,2,1,2,2
2679,CG,67,1,1,2,2,1,2
2680,CG,60,1,1,2,2,2,1
2681,CG,127,1,1,1,2,1,2
2682,CG,70,2,1,1,1,2,1
2683,CG,125,2,2,2,1,2,2
2684,CG,126,1,2,1,2,1,2
2685,CG,91,2,1,2,1,2,1
2686,CG,0,1,2,1,2,1,2
2687,CG,127,2,1,2,1,2,1
2688,CG,7,1,2,1,2,1,2
2689,CG,120,2,1,2,1,2,1
2690,CG,127,2,2,2,2,2,2
2691,CG,0,1,2,1,2,1,2
2692,CG,66,1,1,1,1,1,1
2693,CG,127,2,1,2,1,2,1
2694,CG,100,1,2,2,2,2,2
2695,CG,71,1,1,1,2,1,2
2696,CG,0,1,1,1,1,1,1
2697,CG,127,2,1,2,1,2,1
2698,CG,6,2,2,2,2,2,2
2699,CG,127,2,2,2,2,2,2
2700,CG,56,1,2,1,2,1,2
2701,CG,0,1,1,1,1,1,1
2702,CG,127,2,1,1,1,2,1
2703,CG,127,1,2,2,1,2,2
2704,CG,127,2,1,2,2,2,2
2705,CG,0,1,2,1,2,1,2
2706,CG,32,2,1,1,1,2,1
2707,CG,123,2,2,1,1,1,2
2708,CG,94,1,2,0,1,1,1
2709,CG,113,2,1,1,0,2,1
2710,CG,30,1,2,3,1,2,2
2711,CG,65,1,1,1,3,1,2
2712,CG,8,1,1,1,1,1,1
2713,CG,127,2,1,2,1,2,1
2714,CG,31,1,2,0,2,1,2
2715,CG,64,1,1,1,0,1,1
2716,CG,126,2,1,2,1,2,1
2717,CG,1,2,2,2,2,2,2
2718,CG,6,1,2,1,2,1,2
2719,CG,124,2,1,2,1,2,1
2720,CG,7,1,2,1,2,1,2
2721,CG,24,1,1,1,1,1,1
2722,CG,65,2,1,2,1,2,1
2723,CG,4,1,2,2,2,1,2
2724,CG,127,2,1,2,2,2,1
2725,CG,126,2,2,2,2,2,2
2726,CG,1,1,2,1,2,1,2
2727,CG,126,1,1,1,1,1,1
2728,CG,127,2,1,2,1,2,1
2729,CG,126,1,2,1,2,1,2
2730,CG,67,1,1,2,1,1,1
2731,CG,20,2,1,2,2,2,1
2732,CG,127,1,2,2,2,2,2
2733,CG,98,2,1,1,2,2,2
2734,CG,127,2,2,1,1,2,2
2735,CG,6,1,2,1,1,1,2
2736,CG,123,2,1,2,1,2,1
2737,CG,126,1,2,1,2,1,2
2738,CG,2,1,1,2,1,2,1
2739,CG,16,1,1,1,2,1,2
2740,CG,127,2,1,2,1,2,1
2741,CG,102,2,2,1,2,1,2
2742,CG,10,1,2,1,1,1,1
2743,CG,96,2,1,3,1,2,1
2744,CG,31,1,2,2,3,1,2
2745,CG,127,1,1,1,2,1,1
2746,CG,126,2,1,2,1,2,1
2747,CG,3,1,2,1,2,1,2
2748,CG,112,2,1,1,1,2,1
2749,CG,95,1,2,2,1,2,2
2750,CG,127,2,1,2,2,2,2
2751,CG,126,2,2,1,2,1,2
2752,CG,71,2,2,2,1,2,1
2753,CG,120,1,2,1,2,1,2
2754,CG,0,1,1,0,1,1,1
2755,CG,127,2,1,3,0,2,1
2756,CG,127,2,2,2,3,2,2
2757,CG,32,2,2,1,2,2,2
2758,CG,2,1,2,1,1,1,2
2759,CG,127,2,1,2,1,2,1
2760,CG,30,1,2,2,2,1,2
2761,CG,0,1,1,1,2,1,1
2762,CG,126,2,1,2,1,2,1
2763,CG,127,1,2,2,2,2,2
2764,CG,127,2,1,2,2,2,2
2765,CG,125,2,2,1,2,1,2
2766,CG,6,1,2,1,1,1,1
2767,CG,127,2,1,2,1,2,1
2768,CG,8,1,2,1,2,1,2
2769,CG,96,2,1,2,1,2,1
2770,CG,30,1,2,1,2,1,2
2771,CG,127,2,1,1,1,2,1
2772,CG,102,2,2,2,1,2,2
2773,CG,127,2,2,1,2,1,2
2774,CG,70,1,2,2,1,1,1
2775,CG,97,2,1,1,2,2,1
2776,CG,30,1,2,2,1,1,2
2777,CG,96,2,1,1,2,2,1
2778,CG,4,1,2,1,1,1,2
2779,CG,127,2,1,2,1,2,1
2780,CG,39,2,2,1,2,2,2
2781,CG,101,1,2,2,1,2,2
2782,CG,94,1,1,2,2,1,2
2783,CG,103,2,1,1,2,2,1
2784,CG,127,2,2,2,1,2,2
2785,CG,3,1,2,1,2,1,2
2786,CG,112,2,1,0,1,1,1
2787,CG,127,1,2,3,0,2,1
2788,CG,102,2,1,2,3,2,2
2789,CG,79,1,2,1,2,1,2
2790,CG,126,2,1,2,1,2,1
2791,CG,3,1,2,1,2,1,2
2792,CG,112,2,1,2,1,2,1
2793,CG,71,1,2,2,2,1,2
2794,CG,0,1,1,1,2,1,1
2795,CG,127,2,1,3,1,2,1
2796,CG,102,2,2,1,3,2,2
2797,CG,111,2,2,2,1,2,2
2798,CG,92,1,2,1,2,1,2
2799,CG,67,2,1,2,1,2,1
2800,CG,127,2,2,2,2,2,2
2801,CG,7,1,2,1,2,1,2
2802,CG,64,2,1,1,1,1,1
2803,CG,127,1,2,2,1,2,1
2804,CG,127,2,1,2,2,2,2
2805,CG,65,1,2,1,2,1,2
2806,CG,126,2,1,2,1,2,1
2807,CG,1,1,2,0,2,1,2
2808,CG,30,1,1,3,0,2,1
2809,CG,36,2,1,1,3,2,2
2810,CG,126,1,2,1,1,1,2
2811,CG,127,1,1,0,1,1,1
2812,CG,102,2,1,3,0,2,1
2813,CG,127,2,2,2,3,2,2
2814,CG,10,1,2,1,2,1,2
2815,CG,115,2,1,2,1,2,1
2816,CG,124,2,2,2,2,2,2
2817,CG,71,1,2,1,2,1,2
2818,CG,112,2,1,1,1,2,1
2819,CG,95,1,2,1,1,1,2
2820,CG,98,2,1,2,1,2,1
2821,CG,127,2,2,2,2,2,2
2822,CG,78,1,2,1,2,1,2
2823,CG,127,2,1,1,1,2,1
2824,CG,30,1,2,1,1,1,2
2825,CG,96,2,1,1,1,1,1
2826,CG,14,2,2,2,1,2,1
2827,CG,127,1,2,1,2,1,2
2828,CG,103,2,1,2,1,2,1
2829,CG,125,2,2,1,2,2,2
2830,CG,126,2,2,2,1,2,2
2831,CG,99,2,2,1,2,2,2
2832,CG,6,1,2,1,1,1,2
2833,CG,96,2,1,2,1,2,1
2834,CG,6,1,2,1,2,1,2
2835,CG,127,2,1,2,1,2,1
2836,CG,70,2,2,1,2,2,2
2837,CG,127,2,2,1,1,2,2
2838,CG,24,1,2,2,1,1,2
2839,CG,103,2,1,1,2,2,1
2840,CG,62,1,2,2,1,2,2
2841,CG,7,1,1,1,2,1,2
2842,CG,0,1,1,2,1,2,1
2843,CG,127,2,1,1,2,2,2
2844,CG,101,1,2,1,1,1,2
2845,CG,127,2,1,1,1,1,1
2846,CG,6,1,2,2,1,2,1
2847,CG,127,2,1,2,2,2,2
2848,CG,94,1,2,2,2,1,2
2849,CG,64,2,1,2,2,2,1
2850,CG,126,2,2,1,2,1,2
2851,CG,123,1,2,2,1,2,1
2852,CG,126,2,1,2,2,2,2
2853,CG,0,1,2,1,2,1,2
2854,CG,64,1,1,1,1,1,1
2855,CG,126,2,1,1,1,1,1
2856,CG,31,1,2,2,1,1,1
2857,CG,96,2,1,2,2,2,1
2858,CG,14,1,2,1,2,1,2
2859,CG,127,2,1,2,1,2,1
2860,CG,7,2,2,2,2,2,2
2861,CG,125,2,2,1,2,2,2
2862,CG,6,1,2,2,1,1,2
2863,CG,103,2,1,1,2,2,1
2864,CG,63,1,2,2,1,1,2
2865,CG,64,2,1,2,2,2,1
2866,CG,127,2,2,1,2,1,2
2867,CG,125,1,2,0,1,1,1
2868,CG,103,2,1,3,0,2,1
2869,CG,61,2,2,2,3,2,2
2870,CG,98,1,2,1,2,1,2
2871,CG,103,2,1,1,1,2,1
2872,CG,30,1,2,1,1,1,2
2873,CG,96,2,1,2,1,2,1
2874,CG,30,1,2,1,2,1,2
2875,CG,127,2,1,2,1,2,1
2876,CG,101,2,2,1,2,1,2
2877,CG,127,2,2,2,1,2,1
2878,CG,2,1,2,1,2,1,2
2879,CG,101,2,1,2,1,2,1
2880,CG,6,1,2,1,2,1,2
2881,CG,112,2,1,2,1,2,1
2882,CG,7,1,2,1,2,1,2
2883,CG,127,2,1,2,1,2,1
2884,CG,127,2,2,1,2,1,2
2885,CG,0,1,2,2,1,2,1
2886,CG,127,1,1,1,2,1,2
2887,CG,103,2,1,2,1,2,1
2888,CG,31,1,2,1,2,1,2
2889,CG,96,2,1,2,1,2,1
2890,CG,94,1,2,1,2,1,2
2891,CG,63,2,1,2,1,2,1
2892,CG,96,2,2,1,2,2,2
2893,CG,127,2,2,1,1,2,2
2894,CG,6,1,2,1,1,1,2
2895,CG,127,2,1,2,1,2,1
2896,CG,126,1,2,2,2,2,2
2897,CG,71,1,1,0,2,1,2
2898,CG,0,1,1,2,0,2,1
2899,CG,127,2,1,3,2,2,2
2900,CG,1,1,2,0,3,1,2
2901,CG,103,2,1,3,0,2,1
2902,CG,92,1,2,2,3,1,2
2903,CG,99,2,1,1,2,2,1
2904,CG,127,2,2,2,1,2,2
2905,CG,71,1,2,1,2,1,2
2906,CG,0,1,1,2,1,1,1
2907,CG,127,1,1,2,2,2,1
2908,CG,62,2,1,1,2,2,2
2909,CG,95,1,2,2,1,1,2
2910,CG,96,2,1,2,2,2,1
2911,CG,15,1,2,0,2,1,2
2912,CG,127,2,1,3,0,2,1
2913,CG,103,2,2,2,3,2,2
2914,CG,115,2,2,1,2,1,2
2915,CG,14,1,2,2,1,1,1
2916,CG,65,2,1,1,2,1,1
2917,CG,127,2,2,2,1,2,1
2918,CG,7,1,2,1,2,1,2
2919,CG,96,2,1,1,1,1,1
2920,CG,127,1,2,2,1,1,1
