,Application,variable,Perf_node01_power_energy_pkg_,a,Perf_node01_power_energy_ram_,b,Perf_node01_power_energy_total_,c
4466,FT,126,2,2,2,1,2,2
4467,FT,127,2,2,2,2,2,2
4468,FT,0,1,2,1,2,1,2
4469,FT,32,1,1,2,1,2,1
4470,FT,3,1,1,1,2,1,2
4471,FT,124,2,1,2,1,2,1
4472,FT,125,2,2,1,2,2,2
4473,FT,0,0,2,1,1,0,2
4474,FT,0,0,0,0,1,0,0
4475,FT,127,3,0,0,0,3,0
4476,FT,31,1,3,3,0,2,3
4477,FT,0,2,1,2,3,2,2
4478,FT,126,2,2,1,2,2,2
4479,FT,7,2,2,1,1,1,2
4480,FT,120,2,2,2,1,2,1
4481,FT,127,2,2,1,2,2,2
4482,FT,1,1,2,2,1,1,2
4483,FT,126,2,1,1,2,2,1
4484,FT,101,2,2,1,1,1,2
4485,FT,127,2,2,2,1,2,1
4486,FT,1,1,2,1,2,1,2
4487,FT,6,1,1,1,1,1,1
4488,FT,64,2,1,2,1,2,1
4489,FT,127,2,2,2,2,2,2
4490,FT,127,2,2,1,2,2,2
4491,FT,1,1,2,1,1,1,2
4492,FT,0,1,1,1,1,1,1
4493,FT,0,0,1,0,1,0,1
4494,FT,126,2,0,2,0,2,0
4495,FT,127,2,2,3,2,2,2
4496,FT,127,2,2,2,3,2,2
4497,FT,0,1,2,1,2,1,2
4498,FT,127,2,1,2,1,2,1
4499,FT,1,1,2,1,2,1,2
4500,FT,0,1,1,1,1,1,1
4501,FT,94,2,1,1,1,2,1
4502,FT,0,1,2,1,1,1,2
4503,FT,0,0,1,0,1,0,1
4504,FT,0,1,0,0,0,1,0
4505,FT,127,3,1,3,0,3,1
4506,FT,63,2,3,3,3,2,3
4507,FT,1,1,2,1,3,1,2
4508,FT,0,1,1,1,1,1,1
4509,FT,64,2,1,2,1,2,1
4510,FT,127,2,2,2,2,2,2
4511,FT,127,2,2,2,2,2,2
4512,FT,3,1,2,1,2,1,2
4513,FT,96,2,1,1,1,2,1
4514,FT,127,2,2,2,1,2,2
4515,FT,0,1,2,1,2,1,2
4516,FT,127,1,1,2,1,2,1
4517,FT,96,2,1,1,2,2,2
4518,FT,127,2,2,2,1,2,2
4519,FT,3,1,2,1,2,1,2
4520,FT,0,1,1,2,1,1,1
4521,FT,127,2,1,2,2,2,1
4522,FT,0,1,2,1,2,1,2
4523,FT,0,1,1,0,1,1,1
4524,FT,127,3,1,3,0,3,1
4525,FT,31,1,3,2,3,1,3
4526,FT,0,1,1,1,2,1,1
4527,FT,127,2,1,2,1,2,1
4528,FT,1,1,2,1,2,1,2
4529,FT,0,1,1,1,1,1,1
4530,FT,127,2,1,2,1,2,1
4531,FT,0,1,2,1,2,1,2
4532,FT,0,1,1,1,1,1,1
4533,FT,0,0,1,0,1,0,1
4534,FT,127,3,0,2,0,3,0
4535,FT,27,1,3,3,2,1,3
4536,FT,124,2,1,3,3,2,1
4537,FT,1,1,2,1,3,1,2
4538,FT,0,2,1,1,1,1,1
4539,FT,125,2,2,2,1,2,1
4540,FT,94,2,2,1,2,1,2
4541,FT,127,2,2,2,1,2,1
4542,FT,7,1,2,1,2,1,2
4543,FT,126,2,1,2,1,2,1
4544,FT,1,1,2,1,2,1,2
4545,FT,126,2,1,1,1,2,1
4546,FT,0,1,2,1,1,1,2
4547,FT,13,1,1,1,1,1,1
4548,FT,126,2,1,2,1,2,1
4549,FT,1,1,2,1,2,1,2
4550,FT,94,1,1,1,1,1,1
4551,FT,32,2,1,2,1,2,1
4552,FT,0,0,2,0,2,0,2
4553,FT,127,3,0,3,0,3,0
4554,FT,0,1,3,2,3,1,3
4555,FT,127,2,1,2,2,2,1
4556,FT,3,1,2,2,2,1,2
4557,FT,124,2,1,1,2,2,1
4558,FT,127,2,2,2,1,2,2
4559,FT,1,1,2,1,2,1,2
4560,FT,96,2,1,1,1,2,1
4561,FT,0,0,2,1,1,1,2
4562,FT,0,0,0,0,1,0,1
4563,FT,127,3,0,3,0,3,0
4564,FT,27,1,3,2,3,1,3
4565,FT,127,2,1,2,2,2,1
4566,FT,0,1,2,1,2,1,2
4567,FT,126,2,1,2,1,2,1
4568,FT,3,1,2,2,2,1,2
4569,FT,0,1,1,1,2,1,1
4570,FT,127,2,1,2,1,2,1
4571,FT,121,2,2,2,2,2,2
4572,FT,15,1,2,1,2,1,2
4573,FT,0,1,1,1,1,1,1
4574,FT,126,2,1,1,1,2,1
4575,FT,1,1,2,2,1,1,2
4576,FT,0,1,1,2,2,1,1
4577,FT,127,2,1,1,2,2,1
4578,FT,0,0,2,0,1,0,2
4579,FT,94,2,0,3,0,2,0
4580,FT,94,2,2,0,3,2,2
4581,FT,127,2,2,2,0,2,2
4582,FT,63,1,2,3,2,2,2
4583,FT,126,2,1,3,3,2,2
4584,FT,127,3,2,3,3,3,2
4585,FT,31,1,3,1,3,1,3
4586,FT,127,2,1,2,1,2,1
4587,FT,127,2,2,2,2,2,2
4588,FT,68,1,2,1,2,1,2
4589,FT,33,2,1,2,1,2,1
4590,FT,127,2,2,1,2,1,2
4591,FT,6,1,2,2,1,2,1
4592,FT,114,2,1,1,2,2,2
4593,FT,63,2,2,2,1,2,2
4594,FT,1,1,2,1,2,1,2
4595,FT,32,2,1,2,1,2,1
4596,FT,63,2,2,2,2,2,2
4597,FT,2,1,2,1,2,1,2
4598,FT,68,1,1,2,1,1,1
4599,FT,64,2,1,1,2,1,1
4600,FT,127,2,2,2,1,2,1
4601,FT,127,2,2,2,2,2,2
4602,FT,127,1,2,2,2,1,2
4603,FT,0,0,1,0,2,0,1
4604,FT,0,0,0,0,0,0,0
4605,FT,127,3,0,1,0,3,0
4606,FT,1,0,3,3,1,1,3
4607,FT,61,3,0,3,3,3,1
4608,FT,127,2,3,2,3,2,3
4609,FT,123,2,2,1,2,2,2
4610,FT,63,2,2,1,1,2,2
4611,FT,122,2,2,2,1,2,2
4612,FT,65,1,2,1,2,1,2
4613,FT,62,2,1,1,1,2,1
4614,FT,0,0,2,0,1,0,2
4615,FT,0,0,0,0,0,0,0
4616,FT,127,3,0,3,0,3,0
4617,FT,31,1,3,3,3,2,3
4618,FT,32,2,1,2,3,2,2
4619,FT,127,2,2,2,2,2,2
4620,FT,0,1,2,1,2,1,2
4621,FT,126,2,1,2,1,2,1
4622,FT,0,1,2,2,2,1,2
4623,FT,126,2,1,1,2,1,1
4624,FT,127,2,2,2,1,2,1
4625,FT,1,1,2,1,2,1,2
4626,FT,68,1,1,1,1,1,1
4627,FT,0,1,1,1,1,1,1
4628,FT,38,2,1,1,1,2,1
4629,FT,127,2,2,2,1,2,2
4630,FT,0,1,2,1,2,1,2
4631,FT,126,2,1,2,1,2,1
4632,FT,1,1,2,1,2,1,2
4633,FT,127,2,1,2,1,2,1
4634,FT,127,2,2,2,2,2,2
4635,FT,0,0,2,0,2,0,2
4636,FT,0,0,0,0,0,0,0
4637,FT,127,3,0,3,0,3,0
4638,FT,1,1,3,2,3,1,3
4639,FT,127,3,1,3,2,3,1
4640,FT,0,1,3,1,3,1,3
4641,FT,64,1,1,1,1,1,1
4642,FT,126,2,1,1,1,2,1
4643,FT,127,2,2,2,1,2,2
4644,FT,4,1,2,1,2,1,2
4645,FT,123,2,1,2,1,2,1
4646,FT,127,2,2,2,2,2,2
4647,FT,0,1,2,1,2,1,2
4648,FT,0,1,1,1,1,1,1
4649,FT,96,2,1,2,1,2,1
4650,FT,30,1,2,1,2,1,2
4651,FT,34,2,1,2,1,2,1
4652,FT,103,2,2,1,2,2,2
4653,FT,69,1,2,1,1,1,2
4654,FT,124,2,1,2,1,2,1
4655,FT,0,1,2,1,2,1,2
4656,FT,0,0,1,0,1,0,1
4657,FT,64,1,0,0,0,1,0
4658,FT,127,3,1,3,0,3,1
4659,FT,1,1,3,3,3,2,3
4660,FT,32,2,1,2,3,2,2
4661,FT,7,1,2,2,2,1,2
4662,FT,0,1,1,1,2,1,1
4663,FT,127,2,1,2,1,2,1
4664,FT,0,1,2,1,2,1,2
4665,FT,122,1,1,2,1,2,1
4666,FT,127,2,1,2,2,2,2
4667,FT,35,1,2,1,2,1,2
4668,FT,127,2,1,2,1,2,1
4669,FT,126,2,2,2,2,2,2
4670,FT,0,1,2,1,2,1,2
4671,FT,2,1,1,1,1,1,1
4672,FT,127,2,1,2,1,2,1
4673,FT,127,2,2,1,2,2,2
4674,FT,0,1,2,1,1,1,2
4675,FT,0,1,1,1,1,1,1
4676,FT,127,2,1,2,1,2,1
4677,FT,25,1,2,1,2,1,2
4678,FT,116,2,1,2,1,2,1
4679,FT,0,1,2,1,2,1,2
4680,FT,0,1,1,1,1,1,1
4681,FT,127,2,1,2,1,2,1
4682,FT,62,2,2,1,2,1,2
4683,FT,127,2,2,2,1,2,1
4684,FT,64,1,2,1,2,1,2
4685,FT,0,0,1,1,1,1,1
4686,FT,0,0,0,0,1,0,1
4687,FT,127,3,0,3,0,3,0
4688,FT,1,2,3,1,3,2,3
4689,FT,65,1,2,1,1,1,2
4690,FT,96,2,1,1,1,2,1
4691,FT,31,1,2,1,1,1,2
4692,FT,96,1,1,1,1,1,1
4693,FT,127,2,1,2,1,2,1
4694,FT,31,1,2,1,2,1,2
4695,FT,4,1,1,1,1,1,1
4696,FT,127,2,1,2,1,2,1
4697,FT,65,1,2,2,2,1,2
4698,FT,126,2,1,2,2,2,1
4699,FT,31,1,2,1,2,1,2
4700,FT,0,1,1,1,1,1,1
4701,FT,46,2,1,2,1,2,1
4702,FT,127,2,2,1,2,2,2
4703,FT,126,2,2,2,1,2,2
4704,FT,0,1,2,1,2,1,2
4705,FT,103,2,1,0,1,2,1
4706,FT,24,1,2,2,0,1,2
4707,FT,32,2,1,3,2,2,1
4708,FT,122,2,2,1,3,2,2
4709,FT,95,1,2,2,1,1,2
4710,FT,96,2,1,2,2,2,1
4711,FT,127,2,2,2,2,2,2
4712,FT,0,1,2,1,2,1,2
4713,FT,79,1,1,2,1,1,1
4714,FT,0,0,1,1,2,0,1
4715,FT,0,0,0,0,1,0,0
4716,FT,127,3,0,3,0,3,0
4717,FT,1,1,3,2,3,1,3
4718,FT,32,1,1,1,2,1,1
4719,FT,59,2,1,2,1,2,1
4720,FT,46,1,2,2,2,1,2
4721,FT,127,2,1,2,2,2,1
4722,FT,7,1,2,1,2,1,2
4723,FT,64,1,1,1,1,1,1
4724,FT,127,2,1,2,1,2,1
4725,FT,69,1,2,1,2,1,2
4726,FT,63,2,1,1,1,2,1
4727,FT,127,2,2,1,1,2,2
4728,FT,65,1,2,1,1,1,2
4729,FT,126,2,1,2,1,2,1
4730,FT,71,1,2,2,2,1,2
4731,FT,64,1,1,1,2,1,1
4732,FT,127,2,1,1,1,2,1
4733,FT,64,1,2,1,1,1,2
4734,FT,103,2,1,1,1,2,1
4735,FT,25,1,2,2,1,1,2
4736,FT,0,1,1,2,2,1,1
4737,FT,71,1,1,1,2,1,1
4738,FT,4,1,1,2,1,1,1
4739,FT,63,2,1,2,2,2,1
4740,FT,96,2,2,1,2,2,2
4741,FT,1,1,2,2,1,2,2
4742,FT,30,1,1,1,2,1,2
4743,FT,0,1,1,1,1,1,1
4744,FT,0,0,1,0,1,0,1
4745,FT,127,3,0,3,0,3,0
4746,FT,1,1,3,1,3,1,3
4747,FT,34,2,1,2,1,2,1
4748,FT,64,1,2,1,2,1,2
4749,FT,127,2,1,2,1,2,1
4750,FT,0,1,2,1,2,1,2
4751,FT,4,1,1,2,1,2,1
4752,FT,127,2,1,2,2,2,2
4753,FT,37,1,2,1,2,1,2
4754,FT,127,2,1,2,1,2,1
4755,FT,1,1,2,1,2,1,2
4756,FT,0,2,1,1,1,2,1
4757,FT,4,1,2,1,1,1,2
4758,FT,63,2,1,2,1,2,1
4759,FT,127,2,2,2,2,2,2
4760,FT,1,1,2,1,2,1,2
4761,FT,64,1,1,1,1,1,1
4762,FT,0,1,1,1,1,1,1
4763,FT,127,2,1,1,1,2,1
4764,FT,27,2,2,3,1,2,2
4765,FT,0,1,2,1,3,1,2
4766,FT,0,2,1,2,1,2,1
4767,FT,123,2,2,1,2,2,2
4768,FT,96,2,2,2,1,2,2
4769,FT,127,2,2,2,2,2,2
4770,FT,7,1,2,1,2,1,2
4771,FT,0,1,1,2,1,1,1
4772,FT,0,1,1,1,2,1,1
4773,FT,0,0,1,0,1,0,1
4774,FT,127,3,0,3,0,3,0
4775,FT,1,1,3,3,3,2,3
4776,FT,64,1,1,1,3,1,2
4777,FT,127,2,1,2,1,2,1
4778,FT,1,1,2,1,2,1,2
4779,FT,0,1,1,1,1,1,1
4780,FT,63,2,1,2,1,2,1
4781,FT,1,1,2,1,2,1,2
4782,FT,127,2,1,2,1,2,1
4783,FT,69,1,2,1,2,1,2
4784,FT,96,2,1,2,1,2,1
4785,FT,71,2,2,2,2,2,2
4786,FT,66,1,2,1,2,1,2
4787,FT,127,2,1,2,1,2,1
4788,FT,1,1,2,1,2,1,2
4789,FT,4,1,1,2,1,1,1
4790,FT,120,2,1,1,2,2,1
4791,FT,0,1,2,1,1,1,2
4792,FT,127,2,1,0,1,2,1
4793,FT,25,1,2,3,0,1,2
4794,FT,0,1,1,1,3,1,1
4795,FT,67,1,1,2,1,2,1
4796,FT,127,2,1,2,2,2,2
4797,FT,124,2,2,2,2,2,2
4798,FT,71,1,2,1,2,1,2
4799,FT,116,2,1,1,1,2,1
4800,FT,123,2,2,1,1,2,2
4801,FT,0,0,2,1,1,0,2
4802,FT,0,0,0,0,1,0,0
4803,FT,127,3,0,3,0,3,0
4804,FT,1,1,3,2,3,1,3
4805,FT,127,2,1,2,2,2,1
4806,FT,3,1,2,1,2,1,2
4807,FT,0,1,1,2,1,1,1
4808,FT,7,1,1,2,2,2,1
4809,FT,108,1,1,1,2,1,2
4810,FT,127,2,1,2,1,2,1
4811,FT,3,1,2,1,2,1,2
4812,FT,0,1,1,1,1,1,1
4813,FT,56,2,1,2,1,2,1
4814,FT,69,1,2,2,2,1,2
4815,FT,127,2,1,2,2,2,1
4816,FT,7,1,2,1,2,1,2
4817,FT,64,2,1,1,1,1,1
4818,FT,60,2,2,1,1,1,1
4819,FT,123,2,2,2,1,2,1
4820,FT,64,1,2,1,2,1,2
4821,FT,103,2,1,2,1,2,1
4822,FT,24,1,2,1,2,1,2
4823,FT,64,2,1,2,1,2,1
4824,FT,127,1,2,1,2,1,2
4825,FT,126,2,1,2,1,2,1
4826,FT,5,1,2,1,2,1,2
4827,FT,0,1,1,1,1,1,1
4828,FT,127,2,1,2,1,2,1
4829,FT,0,1,2,2,2,1,2
4830,FT,0,1,1,1,2,1,1
4831,FT,0,0,1,0,1,0,1
4832,FT,127,3,0,3,0,3,0
4833,FT,1,1,3,2,3,1,3
4834,FT,0,1,1,1,2,1,1
4835,FT,96,2,1,2,1,2,1
4836,FT,64,1,2,2,2,1,2
4837,FT,127,2,1,1,2,2,1
4838,FT,127,2,2,2,1,2,2
4839,FT,1,1,2,1,2,1,2
4840,FT,32,1,1,2,1,1,1
4841,FT,127,2,1,2,2,2,1
4842,FT,4,1,2,2,2,1,2
4843,FT,127,2,1,2,2,2,1
4844,FT,0,1,2,1,2,1,2
4845,FT,64,1,1,1,1,1,1
4846,FT,123,2,1,1,1,2,1
4847,FT,63,2,2,2,1,2,2
4848,FT,127,2,2,2,2,2,2
4849,FT,1,1,2,1,2,1,2
4850,FT,102,2,1,1,1,2,1
4851,FT,25,1,2,2,1,1,2
4852,FT,0,1,1,1,2,1,1
4853,FT,126,2,1,2,1,2,1
4854,FT,7,1,2,1,2,1,2
4855,FT,116,2,1,2,1,2,1
4856,FT,15,2,2,1,2,2,2
4857,FT,96,1,2,2,1,1,2
4858,FT,67,1,1,1,2,1,1
4859,FT,0,1,1,1,1,1,1
4860,FT,0,0,1,0,1,0,1
4861,FT,127,3,0,3,0,3,0
4862,FT,1,1,3,2,3,1,3
4863,FT,56,2,1,1,2,2,1
4864,FT,65,1,2,1,1,1,2
4865,FT,34,1,1,2,1,2,1
4866,FT,127,2,1,2,2,2,2
4867,FT,1,1,2,1,2,1,2
4868,FT,96,2,1,1,1,2,1
4869,FT,127,2,2,2,1,2,2
4870,FT,63,2,2,2,2,2,2
4871,FT,125,2,2,2,2,2,2
4872,FT,71,1,2,1,2,1,2
4873,FT,0,1,1,2,1,1,1
4874,FT,65,1,1,1,2,1,1
4875,FT,96,2,1,1,1,1,1
4876,FT,63,2,2,2,1,2,1
4877,FT,7,1,2,2,2,1,2
4878,FT,0,1,1,1,2,1,1
4879,FT,119,2,1,1,1,2,1
4880,FT,24,1,2,2,1,1,2
4881,FT,126,2,1,2,2,2,1
4882,FT,5,1,2,1,2,1,2
4883,FT,96,2,1,2,1,2,1
4884,FT,101,2,2,2,2,2,2
4885,FT,2,1,2,1,2,1,2
4886,FT,126,2,1,2,1,2,1
4887,FT,5,1,2,1,2,1,2
4888,FT,0,0,1,1,1,1,1
4889,FT,0,0,0,0,1,0,1
4890,FT,127,3,0,3,0,3,0
4891,FT,31,1,3,3,3,1,3
4892,FT,96,2,1,1,3,2,1
4893,FT,1,1,2,2,1,1,2
4894,FT,127,2,1,2,2,2,1
4895,FT,0,1,2,1,2,1,2
4896,FT,38,2,1,2,1,2,1
4897,FT,123,2,2,1,2,2,2
4898,FT,127,1,2,1,1,1,2
4899,FT,127,2,1,2,1,2,1
4900,FT,0,1,2,1,2,1,2
4901,FT,124,2,1,1,1,2,1
4902,FT,63,2,2,2,1,2,2
4903,FT,0,1,2,1,2,1,2
4904,FT,127,2,1,2,1,2,1
4905,FT,65,1,2,1,2,1,2
4906,FT,127,2,1,2,1,2,1
4907,FT,0,1,2,1,2,1,2
4908,FT,0,0,1,0,1,0,1
4909,FT,127,3,0,3,0,3,0
4910,FT,7,1,3,1,3,1,3
4911,FT,0,1,1,2,1,2,1
4912,FT,0,1,1,1,2,1,2
4913,FT,120,1,1,2,1,1,1
4914,FT,127,2,1,2,2,2,1
4915,FT,95,1,2,1,2,1,2
4916,FT,68,1,1,2,1,2,1
4917,FT,0,1,1,1,2,1,2
4918,FT,0,0,1,0,1,0,1
4919,FT,0,1,0,0,0,1,0
4920,FT,127,3,1,3,0,3,1
4921,FT,47,2,3,1,3,2,3
4922,FT,122,2,2,2,1,2,2
4923,FT,31,1,2,2,2,1,2
4924,FT,0,1,1,1,2,1,1
4925,FT,127,2,1,2,1,2,1
4926,FT,64,1,2,1,2,1,2
4927,FT,67,1,1,1,1,1,1
4928,FT,63,2,1,2,1,2,1
4929,FT,69,1,2,1,2,1,2
4930,FT,123,2,1,1,1,2,1
4931,FT,64,1,2,2,1,1,2
4932,FT,67,1,1,1,2,1,1
4933,FT,0,2,1,1,1,2,1
4934,FT,46,1,2,2,1,1,2
4935,FT,127,2,1,2,2,2,1
4936,FT,64,1,2,1,2,1,2
4937,FT,0,1,1,1,1,1,1
4938,FT,127,3,1,1,1,3,1
4939,FT,25,1,3,3,1,1,3
4940,FT,96,2,1,2,3,2,1
4941,FT,0,1,2,1,2,1,2
4942,FT,126,2,1,2,1,2,1
4943,FT,69,1,2,1,2,1,2
4944,FT,127,2,1,2,1,2,1
4945,FT,127,2,2,2,2,2,2
4946,FT,0,1,2,1,2,1,2
4947,FT,0,0,1,1,1,0,1
4948,FT,0,0,0,0,1,0,0
4949,FT,127,3,0,3,0,3,0
4950,FT,1,2,3,2,3,2,3
4951,FT,6,1,2,1,2,1,2
4952,FT,92,1,1,2,1,1,1
4953,FT,127,2,1,1,2,2,1
4954,FT,68,1,2,1,1,1,2
4955,FT,111,2,1,2,1,2,1
4956,FT,127,2,2,2,2,2,2
4957,FT,0,1,2,1,2,1,2
4958,FT,127,2,1,2,1,2,1
4959,FT,31,1,2,2,2,1,2
4960,FT,0,1,1,1,2,1,1
4961,FT,127,2,1,2,1,2,1
4962,FT,0,1,2,1,2,1,2
4963,FT,38,1,1,1,1,1,1
4964,FT,121,2,1,1,1,1,1
4965,FT,4,1,2,2,1,1,1
4966,FT,3,1,1,1,2,1,1
4967,FT,119,2,1,0,1,2,1
4968,FT,25,1,2,3,0,1,2
4969,FT,96,2,1,2,3,2,1
4970,FT,7,1,2,1,2,1,2
4971,FT,127,2,1,2,1,2,1
4972,FT,1,1,2,1,2,1,2
4973,FT,114,2,1,1,1,1,1
4974,FT,0,1,2,2,1,1,1
4975,FT,4,1,1,2,2,1,1
4976,FT,0,1,1,1,2,1,1
4977,FT,0,0,1,0,1,0,1
4978,FT,127,3,0,3,0,3,0
4979,FT,13,2,3,3,3,2,3
4980,FT,0,1,2,1,3,1,2
4981,FT,99,1,1,1,1,1,1
4982,FT,70,1,1,2,1,2,1
4983,FT,127,2,1,2,2,2,2
4984,FT,127,2,2,2,2,2,2
4985,FT,0,1,2,1,2,1,2
4986,FT,126,2,1,2,1,2,1
4987,FT,79,1,2,2,2,1,2
4988,FT,120,1,1,1,2,1,1
4989,FT,127,2,1,2,1,2,1
4990,FT,1,1,2,1,2,1,2
4991,FT,68,1,1,2,1,1,1
4992,FT,63,2,1,1,2,2,1
4993,FT,0,1,2,1,1,1,2
4994,FT,127,2,1,2,1,2,1
4995,FT,0,1,2,0,2,1,2
4996,FT,118,2,1,2,0,2,1
4997,FT,25,1,2,2,2,1,2
4998,FT,32,2,1,1,2,1,1
4999,FT,127,2,2,2,1,2,1
5000,FT,95,1,2,1,2,1,2
5001,FT,0,1,1,1,1,1,1
5002,FT,127,2,1,2,1,2,1
5003,FT,0,1,2,1,2,1,2
5004,FT,64,1,1,1,1,1,1
5005,FT,0,1,1,1,1,1,1
5006,FT,0,0,1,0,1,0,1
5007,FT,127,3,0,3,0,3,0
5008,FT,1,1,3,3,3,1,3
5009,FT,64,1,1,1,3,1,1
5010,FT,64,2,1,2,1,2,1
5011,FT,127,2,2,1,2,2,2
5012,FT,127,2,2,2,1,2,2
5013,FT,1,1,2,1,2,1,2
5014,FT,126,2,1,1,1,2,1
5015,FT,63,2,2,2,1,2,2
5016,FT,0,1,2,1,2,1,2
5017,FT,127,2,1,2,1,2,1
5018,FT,127,1,2,2,2,2,2
5019,FT,0,1,1,2,2,1,2
5020,FT,63,2,1,1,2,2,1
5021,FT,64,1,2,2,1,1,2
5022,FT,62,2,1,2,2,2,1
5023,FT,93,1,2,1,2,1,2
5024,FT,0,1,1,1,1,1,1
5025,FT,127,2,1,1,1,2,1
5026,FT,24,1,2,2,1,1,2
5027,FT,96,2,1,2,2,2,1
5028,FT,3,1,2,1,2,1,2
5029,FT,36,2,1,2,1,2,1
5030,FT,127,2,2,2,2,2,2
5031,FT,65,1,2,1,2,1,2
5032,FT,62,2,1,2,1,2,1
5033,FT,15,1,2,1,2,1,2
5034,FT,0,0,1,1,1,0,1
5035,FT,0,0,0,0,1,0,0
5036,FT,127,3,0,3,0,3,0
5037,FT,1,1,3,3,3,1,3
5038,FT,0,2,1,2,3,2,1
5039,FT,63,2,2,2,2,2,2
5040,FT,127,2,2,2,2,2,2
5041,FT,5,1,2,1,2,1,2
5042,FT,64,1,1,2,1,1,1
5043,FT,0,1,1,1,2,1,1
5044,FT,127,2,1,2,1,2,1
5045,FT,63,2,2,2,2,2,2
5046,FT,0,1,2,1,2,1,2
5047,FT,96,1,1,2,1,2,1
5048,FT,64,1,1,1,2,1,2
5049,FT,65,1,1,1,1,1,1
5050,FT,127,2,1,2,1,2,1
5051,FT,5,1,2,1,2,1,2
5052,FT,96,2,1,1,1,2,1
5053,FT,0,1,2,1,1,1,2
5054,FT,119,2,1,2,1,2,1
5055,FT,25,1,2,2,2,1,2
5056,FT,0,1,1,1,2,1,1
5057,FT,0,1,1,1,1,1,1
5058,FT,126,2,1,2,1,2,1
5059,FT,64,1,2,1,2,1,2
5060,FT,126,2,1,2,1,2,1
5061,FT,79,1,2,1,2,1,2
5062,FT,120,2,1,2,1,2,1
5063,FT,0,1,2,1,2,1,2
5064,FT,0,0,1,0,1,0,1
5065,FT,127,3,0,3,0,3,0
5066,FT,1,1,3,3,3,2,3
5067,FT,64,1,1,2,3,1,2
5068,FT,127,2,1,2,2,2,1
5069,FT,5,1,2,1,2,1,2
5070,FT,0,1,1,1,1,1,1
5071,FT,122,2,1,2,1,2,1
5072,FT,127,2,2,1,2,2,2
5073,FT,127,2,2,2,1,2,2
5074,FT,1,1,2,1,2,1,2
5075,FT,34,2,1,2,1,2,1
5076,FT,4,2,2,1,2,1,2
5077,FT,127,2,2,2,1,2,1
5078,FT,123,2,2,2,2,2,2
5079,FT,3,1,2,1,2,1,2
5080,FT,100,2,1,1,1,2,1
5081,FT,0,1,2,1,1,1,2
5082,FT,0,1,1,1,1,1,1
5083,FT,127,3,1,0,1,2,1
5084,FT,25,1,3,2,0,1,2
5085,FT,96,2,1,3,2,2,1
5086,FT,64,1,2,2,3,1,2
5087,FT,70,1,1,1,2,1,1
5088,FT,125,2,1,1,1,2,1
5089,FT,4,1,2,1,1,1,2
5090,FT,102,2,1,1,1,1,1
5091,FT,127,2,2,2,1,2,1
5092,FT,0,0,2,1,2,0,2
5093,FT,0,0,0,0,1,0,0
5094,FT,127,3,0,3,0,3,0
5095,FT,1,1,3,3,3,1,3
5096,FT,0,1,1,1,3,1,1
5097,FT,126,2,1,2,1,2,1
5098,FT,67,1,2,1,2,1,2
5099,FT,125,2,1,2,1,2,1
5100,FT,34,1,2,1,2,1,2
5101,FT,66,1,1,1,1,1,1
5102,FT,127,2,1,2,1,2,1
5103,FT,31,1,2,2,2,1,2
5104,FT,96,2,1,1,2,1,1
5105,FT,127,2,2,2,1,2,1
5106,FT,71,1,2,1,2,1,2
5107,FT,0,1,1,2,1,1,1
5108,FT,63,2,1,2,2,2,1
5109,FT,4,1,2,1,2,1,2
5110,FT,68,1,1,2,1,1,1
5111,FT,0,1,1,1,2,1,1
5112,FT,103,2,1,1,1,2,1
5113,FT,25,1,2,2,1,1,2
5114,FT,64,1,1,2,2,1,1
5115,FT,31,1,1,1,2,1,1
5116,FT,64,1,1,2,1,1,1
5117,FT,56,2,1,2,2,2,1
5118,FT,71,1,2,1,2,1,2
5119,FT,62,2,1,2,1,2,1
5120,FT,127,1,2,2,2,1,2
5121,FT,0,1,1,1,2,1,1
5122,FT,0,0,1,0,1,0,1
5123,FT,127,3,0,2,0,3,0
5124,FT,31,1,3,3,2,1,3
5125,FT,0,1,1,2,3,1,1
5126,FT,71,1,1,2,2,1,1
5127,FT,98,2,1,2,2,2,1
5128,FT,127,2,2,1,2,2,2
5129,FT,64,1,2,1,1,1,2
5130,FT,127,2,1,2,1,2,1
5131,FT,0,1,2,1,2,1,2
5132,FT,126,2,1,2,1,2,1
5133,FT,39,1,2,1,2,1,2
5134,FT,64,1,1,2,1,1,1
5135,FT,123,2,1,2,2,2,1
5136,FT,39,2,2,2,2,2,2
5137,FT,123,2,2,1,2,1,2
5138,FT,58,2,2,2,1,2,1
5139,FT,31,1,2,1,2,1,2
5140,FT,64,1,1,1,1,1,1
5141,FT,0,0,1,0,1,0,1
5142,FT,127,3,0,3,0,3,0
5143,FT,7,1,3,2,3,1,3
5144,FT,64,2,1,1,2,1,1
5145,FT,64,1,2,1,1,1,1
5146,FT,127,2,1,2,1,2,1
5147,FT,126,2,2,2,2,2,2
5148,FT,1,1,2,2,2,1,2
5149,FT,62,2,1,2,2,2,1
5150,FT,0,1,2,1,2,1,2
5151,FT,0,0,1,0,1,0,1
5152,FT,0,1,0,0,0,1,0
5153,FT,127,3,1,3,0,3,1
5154,FT,63,2,3,2,3,2,3
5155,FT,38,2,2,2,2,2,2
5156,FT,96,2,2,1,2,1,2
5157,FT,63,2,2,2,1,2,1
5158,FT,121,2,2,2,2,2,2
5159,FT,0,1,2,1,2,1,2
5160,FT,127,2,1,2,1,2,1
5161,FT,123,1,2,1,2,1,2
