,Application,Perf_node01_task_clock,Perf_node01_cpu_bus_cycles_,Perf_node01_cpu_cpu_cycles_,Perf_node01_msr_aperf_,Perf_node01_msr_mperf_,Perf_node01_msr_tsc_,Perf_node01_cpu_ref_cycles_,Perf_node01_power_energy_pkg_,Perf_node01_power_energy_ram_,Perf_node01_power_energy_total_
1861,CG,10,10,10,10,10,10,10,1,3,2
1862,CG,11,11,11,11,11,11,11,2,2,2
1863,CG,11,10,10,10,10,10,10,1,1,1
1864,CG,10,11,11,11,10,11,11,1,2,2
1865,CG,11,11,11,11,11,11,11,2,2,2
1866,CG,10,10,10,10,10,10,10,1,1,1
1867,CG,10,10,10,10,10,10,11,1,2,2
1868,CG,10,10,11,11,11,11,11,2,1,1
1869,CG,11,11,11,11,11,11,10,2,2,2
1870,CG,10,10,11,10,10,10,11,1,1,1
1871,CG,10,11,11,11,11,10,11,1,2,2
1872,CG,10,10,10,10,10,10,11,1,2,2
1873,CG,10,11,11,11,11,11,11,2,1,2
1874,CG,11,11,11,11,11,11,11,1,0,1
1875,CG,10,11,11,11,11,11,11,2,3,2
1876,CG,10,11,11,11,10,10,10,1,2,1
1877,CG,10,10,10,10,10,10,11,2,2,2
1878,CG,10,11,11,11,11,11,11,1,0,1
1879,CG,11,11,11,11,11,11,11,2,3,2
1880,CG,10,11,11,11,11,11,11,2,1,2
1881,CG,11,11,11,11,11,11,10,1,1,1
1882,CG,11,10,10,10,10,11,11,2,2,2
1883,CG,11,11,11,11,11,10,11,2,2,2
1884,CG,10,10,10,10,10,10,10,1,1,1
1885,CG,11,11,11,10,11,11,11,2,2,2
1886,CG,11,11,11,11,11,10,11,1,1,1
1887,CG,10,10,10,10,10,11,11,2,2,2
1888,CG,11,11,11,10,10,10,10,1,1,1
1889,CG,11,11,11,11,11,11,11,1,2,1
1890,CG,10,11,11,11,11,11,11,2,2,2
1891,CG,11,11,11,11,11,11,11,2,2,2
1892,CG,10,10,10,10,10,10,10,1,1,1
