,Application,Perf_node01_task_clock,Perf_node01_cpu_bus_cycles_,Perf_node01_cpu_cpu_cycles_,Perf_node01_msr_aperf_,Perf_node01_msr_mperf_,Perf_node01_msr_tsc_,Perf_node01_cpu_ref_cycles_,Perf_node01_power_energy_pkg_,Perf_node01_power_energy_ram_,Perf_node01_power_energy_total_
7247,SP,10,10,10,10,10,10,10,1,1,1
7248,SP,10,10,10,10,10,11,11,2,2,2
7249,SP,11,11,11,11,11,10,10,1,1,1
7250,SP,10,10,10,10,10,11,11,2,2,2
7251,SP,11,11,11,11,11,10,10,1,1,1
7252,SP,10,10,10,10,10,10,10,1,1,1
7253,SP,11,11,11,11,11,11,11,2,3,2
7254,SP,11,10,10,10,10,10,10,0,0,0
7255,SP,10,11,11,11,11,11,11,2,2,2
7256,SP,10,10,10,10,10,10,10,1,1,1
7257,SP,11,11,11,11,11,11,11,2,2,2
7258,SP,11,11,11,11,11,11,11,2,2,2
7259,SP,10,10,10,10,10,10,10,1,1,1
7260,SP,11,11,11,11,11,11,11,3,3,3
7261,SP,10,10,10,10,10,10,10,0,0,0
7262,SP,11,11,11,11,11,11,11,3,3,3
7263,SP,11,11,11,10,10,10,10,1,1,1
7264,SP,10,10,11,11,11,11,11,2,2,2
7265,SP,11,11,11,11,11,11,11,2,2,2
7266,SP,10,10,10,10,10,10,10,1,1,1
7267,SP,11,11,11,11,11,11,11,2,2,2
7268,SP,10,10,10,10,10,10,10,0,0,0
7269,SP,10,10,10,11,11,11,11,2,3,2
7270,SP,11,11,11,11,11,10,10,1,1,1
7271,SP,10,10,10,10,10,10,10,1,2,1
7272,SP,11,11,11,11,11,11,11,2,2,2
7273,SP,10,10,10,10,10,10,10,0,0,0
7274,SP,10,11,11,11,11,11,11,2,2,2
7275,SP,11,11,11,11,11,11,11,2,2,2
7276,SP,11,11,11,11,11,10,10,1,1,1
7277,SP,10,11,11,11,11,11,11,2,2,2
7278,SP,10,10,10,10,10,10,10,1,1,1
7279,SP,11,11,11,11,11,11,11,2,2,2
7280,SP,10,10,10,10,10,10,10,0,1,0
7281,SP,11,11,11,11,11,11,11,2,2,2
7282,SP,10,10,10,10,10,10,10,1,1,1
7283,SP,11,11,11,11,11,11,11,2,2,2
7284,SP,11,11,11,11,11,11,11,2,2,2
7285,SP,10,10,10,10,10,10,10,1,1,1
7286,SP,10,10,10,10,10,10,11,2,2,2
7287,SP,10,10,10,10,10,10,10,0,0,0
7288,SP,10,11,11,11,11,11,11,3,3,3
7289,SP,11,11,11,11,11,11,11,1,1,1
7290,SP,10,10,10,10,10,10,10,1,1,1
7291,SP,11,11,11,11,11,11,11,3,3,3
7292,SP,10,10,10,10,10,10,10,0,0,0
7293,SP,11,11,11,11,11,11,11,3,3,3
7294,SP,11,11,10,10,10,10,10,1,1,1
7295,SP,11,11,11,11,11,11,11,2,2,2
7296,SP,11,11,11,11,11,11,11,3,2,3
7297,SP,10,10,10,10,10,10,10,0,1,0
7298,SP,11,11,11,11,11,11,11,2,2,2
7299,SP,10,10,10,10,10,10,10,1,1,1
7300,SP,11,11,11,10,10,11,11,2,2,2
7301,SP,10,10,10,10,10,10,10,1,1,1
7302,SP,11,11,11,11,11,11,11,2,2,2
7303,SP,11,11,11,11,11,11,11,2,2,2
7304,SP,10,10,10,10,10,10,10,1,1,1
7305,SP,11,11,11,10,10,11,11,2,2,2
7306,SP,10,10,10,10,10,10,10,1,1,1
7307,SP,10,11,11,11,11,11,11,2,2,2
7308,SP,11,11,10,10,10,10,10,1,1,1
7309,SP,10,10,10,10,10,11,11,2,2,2
7310,SP,11,11,11,11,11,10,11,1,1,1
7311,SP,10,10,10,10,10,10,10,1,1,1
7312,SP,11,11,11,11,11,11,11,2,2,2
7313,SP,10,10,10,10,10,10,10,0,0,0
7314,SP,11,11,11,11,11,11,11,3,3,3
7315,SP,11,10,10,10,10,10,10,1,1,1
7316,SP,11,11,11,11,11,11,11,2,3,2
7317,SP,11,11,11,11,11,11,11,2,2,2
7318,SP,10,10,10,10,10,10,10,1,1,1
7319,SP,10,11,11,11,11,11,11,2,2,2
7320,SP,11,10,10,10,10,10,10,0,0,0
7321,SP,10,10,10,10,11,11,11,2,2,2
7322,SP,11,11,11,11,11,10,10,1,1,1
7323,SP,10,10,10,10,10,11,11,2,2,2
7324,SP,11,11,11,11,11,11,11,2,2,2
7325,SP,10,10,10,10,10,10,10,1,1,1
7326,SP,11,11,11,11,11,11,11,2,2,2
7327,SP,10,10,10,10,10,10,10,1,1,1
7328,SP,11,11,11,11,11,11,11,2,2,2
7329,SP,11,11,11,11,11,11,11,2,2,2
7330,SP,10,10,10,10,10,10,10,1,1,1
7331,SP,11,11,11,11,11,11,11,2,2,2
7332,SP,10,10,10,10,10,10,10,0,0,0
7333,SP,11,11,11,11,11,11,11,3,3,3
7334,SP,11,11,11,11,10,10,10,1,1,1
7335,SP,10,11,11,11,11,11,11,2,2,2
7336,SP,11,11,11,11,11,11,11,2,2,2
7337,SP,11,10,10,10,10,10,10,1,1,1
7338,SP,10,11,11,11,11,11,11,2,2,2
7339,SP,11,11,11,10,10,10,10,1,1,1
7340,SP,10,10,10,10,10,11,11,2,2,2
7341,SP,11,11,11,11,11,11,11,2,2,2
7342,SP,10,10,10,10,10,10,10,1,1,1
7343,SP,11,11,11,11,11,11,11,2,2,2
7344,SP,10,10,10,10,10,10,10,0,0,0
7345,SP,11,11,11,11,11,11,11,3,3,3
7346,SP,11,11,11,10,10,10,10,1,1,1
7347,SP,10,11,11,11,11,11,11,2,2,2
7348,SP,11,11,11,11,11,11,11,2,2,2
7349,SP,11,11,11,11,10,10,10,1,1,1
7350,SP,10,10,10,10,10,10,11,1,1,1
7351,SP,10,10,10,10,10,10,10,1,1,1
7352,SP,10,11,11,11,11,11,11,2,2,2
7353,SP,11,10,10,10,10,10,10,1,1,1
7354,SP,10,11,11,11,11,11,11,2,2,2
7355,SP,11,11,11,11,11,11,11,2,2,2
7356,SP,10,10,10,10,10,10,10,0,1,1
7357,SP,10,11,11,11,11,11,11,2,2,2
7358,SP,11,11,10,10,10,10,10,1,1,1
7359,SP,10,10,10,10,10,11,11,2,2,2
7360,SP,11,11,11,11,10,10,10,1,1,1
7361,SP,10,10,10,10,11,11,11,2,2,2
7362,SP,11,11,11,11,11,11,11,2,2,2
7363,SP,10,10,10,10,10,10,10,1,0,1
7364,SP,10,11,11,11,11,11,11,2,3,3
7365,SP,11,11,11,11,11,10,10,1,1,1
7366,SP,10,10,10,10,10,10,10,1,1,1
7367,SP,11,11,11,11,11,11,11,2,2,2
7368,SP,10,10,10,10,10,11,11,2,2,2
7369,SP,11,11,11,11,11,11,11,2,2,2
7370,SP,10,10,10,10,10,10,10,1,1,1
7371,SP,11,11,11,10,10,11,11,2,2,2
7372,SP,10,10,10,10,10,10,10,1,1,1
7373,SP,11,11,11,11,11,11,11,2,2,2
7374,SP,11,11,11,11,11,11,11,2,2,2
7375,SP,10,10,10,10,10,10,10,1,1,1
7376,SP,11,11,11,11,11,11,11,2,2,2
7377,SP,10,10,10,10,10,10,10,1,1,1
7378,SP,11,11,11,11,11,11,11,2,2,2
7379,SP,10,10,10,10,10,10,10,1,1,1
7380,SP,11,11,11,11,11,11,11,2,2,2
7381,SP,11,11,11,11,11,11,11,2,2,2
7382,SP,10,10,10,10,10,10,10,1,1,1
7383,SP,11,11,11,11,11,11,10,2,1,2
7384,SP,10,10,10,10,10,10,10,0,0,0
7385,SP,11,11,11,11,11,11,11,3,3,3
7386,SP,11,10,10,10,10,10,10,1,1,1
7387,SP,11,11,11,11,11,11,11,2,2,2
7388,SP,11,11,11,11,11,11,11,2,2,2
7389,SP,11,10,10,10,10,10,10,1,1,1
7390,SP,10,11,11,11,11,11,11,2,2,2
7391,SP,11,11,11,10,10,10,10,1,1,1
7392,SP,10,10,10,10,10,11,11,2,2,2
7393,SP,11,11,11,11,11,10,11,1,1,1
7394,SP,10,10,10,10,10,10,10,1,1,1
7395,SP,11,11,11,11,11,11,11,2,2,2
7396,SP,10,10,10,10,10,10,10,0,0,0
7397,SP,11,11,11,11,11,11,11,3,3,3
7398,SP,11,11,10,10,10,10,11,1,1,1
7399,SP,11,11,11,11,11,11,11,2,2,2
7400,SP,11,11,11,11,11,11,11,2,2,2
7401,SP,10,10,10,10,10,10,10,1,1,1
7402,SP,10,11,11,10,10,10,10,2,1,2
7403,SP,10,10,10,10,10,10,10,1,1,1
7404,SP,11,11,11,11,11,11,11,2,3,2
7405,SP,10,10,10,10,10,10,10,1,1,1
7406,SP,11,11,11,11,11,11,11,2,2,2
7407,SP,11,11,11,11,11,11,11,2,2,2
7408,SP,10,10,10,10,10,10,10,1,1,1
7409,SP,11,11,11,11,11,11,11,2,2,2
7410,SP,10,10,10,10,10,10,10,1,1,1
7411,SP,11,11,11,11,11,11,11,3,2,3
7412,SP,10,10,10,10,10,10,10,0,1,0
7413,SP,10,11,11,11,11,11,11,3,3,3
7414,SP,11,11,11,11,11,11,11,3,2,3
7415,SP,10,10,10,10,10,10,10,0,0,0
7416,SP,10,11,10,10,10,11,11,2,2,2
7417,SP,10,10,10,10,10,10,10,1,1,1
7418,SP,10,11,11,11,11,11,11,2,2,2
7419,SP,11,11,11,10,10,10,10,1,1,1
7420,SP,10,10,11,11,11,11,11,2,2,2
7421,SP,11,11,11,11,11,11,11,2,2,2
7422,SP,10,10,10,10,10,10,10,1,1,1
7423,SP,10,10,10,10,10,10,10,2,1,1
7424,SP,11,10,11,10,10,10,10,1,1,1
7425,SP,10,10,10,10,10,11,11,2,2,2
7426,SP,11,11,11,11,11,11,11,2,2,2
7427,SP,10,10,10,10,10,10,11,1,1,1
7428,SP,11,11,11,11,11,11,11,2,2,2
7429,SP,10,10,10,10,10,10,10,1,1,1
7430,SP,10,10,11,11,11,11,11,2,2,2
7431,SP,11,11,11,11,11,10,10,1,1,1
7432,SP,10,10,10,10,10,10,10,2,2,2
7433,SP,11,11,11,11,11,10,10,1,1,1
7434,SP,10,10,10,10,10,11,10,2,2,2
7435,SP,11,11,11,11,11,11,11,2,2,2
7436,SP,10,10,10,10,10,10,10,0,1,0
7437,SP,11,11,11,11,11,11,11,2,2,2
7438,SP,10,10,10,10,10,10,10,1,1,1
7439,SP,11,11,11,11,11,11,11,2,2,2
7440,SP,11,11,11,11,11,11,11,2,2,2
7441,SP,10,10,10,10,10,10,10,1,1,1
7442,SP,11,11,11,11,11,11,11,2,2,2
7443,SP,10,10,10,10,10,10,10,0,0,0
7444,SP,11,11,11,11,11,11,11,2,2,2
7445,SP,11,11,11,10,10,10,10,1,1,1
7446,SP,10,11,11,11,11,11,11,2,2,2
7447,SP,11,11,11,11,11,11,11,2,2,2
7448,SP,10,10,10,10,10,10,10,1,1,1
7449,SP,10,10,10,10,10,11,11,2,2,2
7450,SP,10,10,10,10,10,10,10,1,1,1
7451,SP,10,10,10,11,11,11,11,2,2,2
7452,SP,11,11,11,11,11,11,11,1,2,1
7453,SP,10,10,10,10,10,11,10,2,1,2
7454,SP,11,11,11,11,11,11,11,2,2,2
7455,SP,11,11,10,10,10,10,10,1,1,1
7456,SP,10,10,10,10,10,11,11,2,2,2
7457,SP,11,11,11,11,11,11,11,2,2,2
7458,SP,10,10,10,10,10,10,10,1,1,1
7459,SP,11,11,11,11,11,11,11,2,2,2
7460,SP,10,10,10,10,10,10,10,1,1,1
7461,SP,11,11,11,11,11,11,11,2,2,2
7462,SP,10,10,10,10,10,10,10,1,1,1
7463,SP,11,10,10,10,10,11,11,2,2,2
7464,SP,10,11,11,11,11,10,10,1,1,1
7465,SP,10,10,11,11,11,11,11,2,2,2
7466,SP,11,11,11,11,11,11,11,2,2,2
7467,SP,10,10,10,10,10,10,10,1,1,1
7468,SP,11,11,11,11,11,11,11,2,2,2
7469,SP,10,10,10,10,10,10,10,0,0,0
7470,SP,11,11,11,11,11,11,11,3,3,3
7471,SP,11,10,10,10,10,10,10,1,1,1
7472,SP,10,11,11,11,11,11,11,2,2,2
7473,SP,11,11,11,11,11,11,11,2,2,2
7474,SP,10,10,10,10,10,10,10,0,0,0
7475,SP,10,11,11,11,11,11,11,2,2,2
7476,SP,11,11,10,10,10,10,10,1,1,1
7477,SP,10,10,10,10,10,11,11,2,2,2
7478,SP,11,11,11,11,11,10,10,1,1,1
7479,SP,10,10,11,11,11,11,11,2,2,2
7480,SP,11,11,11,10,10,10,10,1,1,1
7481,SP,10,10,10,10,10,10,10,1,1,1
7482,SP,10,11,11,11,11,11,11,2,2,2
7483,SP,11,11,11,11,11,10,10,1,2,1
7484,SP,10,10,10,10,10,11,11,2,1,2
7485,SP,11,11,11,11,11,11,11,2,2,2
7486,SP,10,10,10,10,10,10,10,1,1,1
7487,SP,11,10,10,10,10,10,10,1,1,1
7488,SP,10,10,10,10,10,10,10,0,0,0
7489,SP,11,11,11,11,11,11,11,3,3,3
7490,SP,11,10,10,10,10,10,10,1,1,1
7491,SP,11,11,11,11,11,11,11,2,2,2
7492,SP,11,11,11,11,11,11,11,2,2,2
7493,SP,10,10,10,10,10,10,10,1,1,1
7494,SP,11,11,11,11,11,11,11,2,2,2
7495,SP,10,10,10,10,10,10,10,1,1,1
7496,SP,10,11,11,11,11,11,11,3,3,3
7497,SP,11,11,11,11,11,10,10,1,1,1
7498,SP,11,11,11,11,11,11,11,2,2,2
7499,SP,11,11,11,11,11,11,11,2,2,2
7500,SP,10,10,10,10,10,10,10,1,1,1
7501,SP,10,10,11,10,10,11,11,2,2,2
7502,SP,10,10,10,10,10,10,10,1,1,1
7503,SP,11,11,11,11,11,11,11,2,2,2
7504,SP,10,10,10,10,10,10,10,1,1,1
7505,SP,11,11,11,11,11,11,11,2,2,2
7506,SP,11,11,11,11,11,11,11,2,2,2
7507,SP,10,10,10,10,10,10,10,1,1,1
7508,SP,10,11,10,10,11,11,11,2,2,2
7509,SP,10,10,10,10,10,10,10,1,1,1
7510,SP,11,11,11,11,11,11,11,3,2,2
7511,SP,11,10,10,10,10,10,10,1,1,1
7512,SP,10,11,11,11,11,11,11,2,2,2
7513,SP,11,11,11,11,11,11,11,2,2,2
7514,SP,11,10,10,10,10,10,10,1,1,1
7515,SP,10,10,11,10,10,11,11,2,1,2
7516,SP,11,10,10,10,10,10,10,1,1,1
7517,SP,10,10,10,10,11,11,11,2,2,2
7518,SP,11,11,11,11,10,10,10,1,1,1
7519,SP,10,10,10,10,11,11,11,2,2,2
7520,SP,11,11,11,11,11,11,11,2,2,2
7521,SP,11,10,10,10,10,10,10,1,1,1
7522,SP,10,10,10,10,10,11,11,2,2,2
7523,SP,11,11,11,11,11,11,11,1,1,1
7524,SP,10,10,10,10,10,11,11,2,2,2
7525,SP,11,11,11,11,11,10,11,1,1,1
7526,SP,10,10,10,10,10,10,10,1,1,1
7527,SP,11,11,11,11,11,11,11,2,2,2
7528,SP,10,10,10,10,10,10,10,0,0,0
7529,SP,11,11,11,11,11,11,11,3,3,3
7530,SP,10,10,10,10,10,10,10,1,1,1
7531,SP,11,11,11,11,11,11,11,2,2,2
7532,SP,11,11,11,11,11,11,11,2,2,2
7533,SP,10,10,10,10,10,10,10,1,1,1
7534,SP,11,11,11,11,11,11,11,2,2,2
7535,SP,10,10,10,10,10,10,10,0,0,0
7536,SP,10,11,11,11,11,11,11,2,3,2
7537,SP,11,11,11,11,11,11,11,1,1,1
7538,SP,10,10,10,10,10,11,11,2,2,2
7539,SP,11,11,11,11,11,10,10,2,2,2
7540,SP,10,10,10,10,10,10,10,1,1,1
7541,SP,11,11,11,11,11,11,11,2,2,2
7542,SP,11,11,11,11,11,10,11,1,2,1
7543,SP,11,11,11,11,11,11,11,2,1,2
7544,SP,11,11,11,11,11,11,11,2,2,2
7545,SP,10,10,10,10,10,10,10,1,1,1
7546,SP,11,11,11,11,11,10,11,2,2,2
7547,SP,10,10,10,10,10,10,10,0,0,0
7548,SP,11,11,11,11,11,11,11,3,3,3
7549,SP,11,11,11,11,11,10,10,1,1,1
7550,SP,10,10,10,10,10,11,11,2,2,2
7551,SP,11,11,11,11,11,11,11,2,2,2
7552,SP,10,10,10,10,10,10,10,1,1,1
7553,SP,11,11,11,11,11,11,11,2,2,2
7554,SP,10,10,10,10,10,10,10,1,1,1
7555,SP,11,11,11,11,11,11,11,2,2,2
7556,SP,11,11,11,11,11,11,11,2,2,2
7557,SP,10,10,10,10,10,10,10,1,1,1
7558,SP,11,11,11,11,11,11,11,2,2,2
7559,SP,10,10,10,10,10,10,10,1,1,1
7560,SP,11,11,11,11,11,11,11,2,2,2
7561,SP,10,10,10,10,10,10,10,1,1,1
7562,SP,11,11,11,11,11,11,11,2,2,2
7563,SP,11,10,11,10,11,11,11,2,2,2
7564,SP,10,10,10,10,10,10,10,1,1,1
7565,SP,11,11,11,11,11,11,11,2,2,2
7566,SP,10,10,10,10,10,10,10,1,1,1
7567,SP,11,11,11,11,11,11,11,2,2,2
7568,SP,10,10,10,10,10,10,10,1,0,1
7569,SP,11,11,11,11,11,11,11,2,3,2
7570,SP,11,11,11,11,11,11,11,2,2,2
7571,SP,10,10,10,10,10,10,10,0,0,0
7572,SP,10,11,11,11,11,11,11,2,2,2
7573,SP,10,10,10,10,10,10,10,0,0,0
7574,SP,10,11,11,11,11,11,11,3,3,3
7575,SP,11,11,11,11,11,10,10,1,1,1
7576,SP,10,11,11,11,11,11,11,2,2,2
7577,SP,11,11,11,11,11,11,11,2,2,2
7578,SP,10,10,10,10,10,10,10,1,1,1
7579,SP,10,10,11,11,11,11,11,2,2,2
7580,SP,11,11,11,10,10,10,10,1,1,1
7581,SP,10,10,10,10,10,11,11,2,2,2
7582,SP,11,11,11,11,11,11,10,1,1,1
7583,SP,10,10,10,10,10,11,11,2,2,2
7584,SP,11,11,11,11,11,11,11,2,2,2
7585,SP,10,10,10,10,10,10,10,0,1,0
7586,SP,10,11,11,11,11,11,11,2,2,2
7587,SP,11,11,11,11,11,11,11,2,2,2
7588,SP,11,10,10,10,10,10,10,1,1,1
7589,SP,10,11,11,11,11,11,11,2,2,2
7590,SP,10,10,10,10,10,10,10,1,1,1
7591,SP,11,11,11,11,11,11,11,2,2,2
7592,SP,10,10,10,10,10,10,10,0,0,0
7593,SP,11,11,11,11,11,11,11,3,3,3
7594,SP,11,10,10,10,10,10,10,1,1,1
7595,SP,11,11,11,11,11,11,11,2,2,2
7596,SP,11,11,11,10,10,11,11,2,2,2
7597,SP,10,10,10,10,10,10,10,1,1,1
7598,SP,11,11,11,11,11,11,11,2,2,2
7599,SP,10,10,10,10,10,10,10,0,1,0
7600,SP,10,11,11,11,11,11,11,2,2,2
7601,SP,11,10,10,10,10,10,10,1,1,1
7602,SP,11,11,11,11,11,11,11,2,2,2
7603,SP,11,11,11,11,11,11,11,2,2,2
7604,SP,10,10,10,10,10,10,10,1,1,1
7605,SP,11,11,11,11,11,11,11,2,2,2
7606,SP,10,10,10,10,10,10,10,1,1,1
7607,SP,10,10,10,10,11,11,11,2,2,2
7608,SP,11,11,11,11,11,11,11,2,2,2
7609,SP,10,10,10,10,10,11,11,2,2,2
7610,SP,11,11,11,11,11,11,11,2,1,2
7611,SP,11,10,10,10,10,10,10,1,1,1
7612,SP,10,10,10,10,10,11,11,2,2,2
7613,SP,11,11,11,11,11,11,11,1,1,1
7614,SP,10,10,10,10,10,11,11,2,2,2
7615,SP,11,11,11,11,11,10,10,1,1,1
7616,SP,10,10,10,10,10,10,10,1,1,1
7617,SP,11,11,11,11,11,11,11,2,2,2
7618,SP,10,10,10,10,10,10,10,1,0,1
7619,SP,11,11,11,11,11,11,11,2,3,2
7620,SP,10,10,10,10,10,10,10,1,1,1
7621,SP,10,11,11,11,11,11,11,2,2,2
7622,SP,11,11,11,11,11,11,11,2,2,2
7623,SP,10,10,10,10,10,10,10,1,1,1
7624,SP,11,11,11,11,11,11,11,2,2,2
7625,SP,10,10,10,10,10,10,10,1,1,1
7626,SP,11,11,11,11,11,11,11,2,2,2
7627,SP,10,10,10,10,10,10,10,0,0,0
7628,SP,11,11,11,11,11,11,11,2,2,2
7629,SP,11,11,11,11,11,11,11,2,2,2
7630,SP,10,10,10,10,10,10,10,1,1,1
7631,SP,11,11,11,11,11,11,11,2,2,2
7632,SP,10,10,10,10,10,10,10,0,0,0
7633,SP,11,11,11,11,11,11,11,3,3,3
7634,SP,11,10,10,10,10,10,10,1,1,1
7635,SP,10,11,11,11,11,11,11,2,2,2
7636,SP,11,11,11,11,11,11,11,2,2,2
7637,SP,10,10,10,10,10,10,10,0,0,0
7638,SP,10,11,11,11,11,11,11,2,2,2
7639,SP,11,10,10,10,10,10,10,1,1,1
7640,SP,10,10,11,11,11,11,11,2,2,2
7641,SP,11,11,11,11,11,10,10,1,1,1
7642,SP,10,10,10,11,11,11,11,2,2,2
7643,SP,11,11,11,11,11,11,11,2,2,2
7644,SP,10,10,10,10,10,10,10,1,1,1
7645,SP,10,10,10,10,10,11,11,2,2,2
7646,SP,11,11,11,11,11,10,10,1,1,1
7647,SP,10,10,10,10,10,11,11,2,2,2
7648,SP,11,11,11,11,11,10,10,1,1,1
7649,SP,10,10,10,10,10,11,11,2,2,2
7650,SP,11,11,11,11,11,11,11,2,2,2
7651,SP,10,10,10,10,10,10,10,1,1,1
7652,SP,10,11,11,11,11,11,11,2,2,2
7653,SP,11,11,11,11,11,10,10,1,1,1
7654,SP,10,10,11,11,11,11,11,2,2,2
7655,SP,11,10,10,10,10,10,10,0,0,0
7656,SP,10,10,10,10,11,11,11,2,2,2
7657,SP,11,11,11,11,11,11,11,2,2,2
7658,SP,10,10,10,10,10,10,10,0,1,0
7659,SP,10,11,11,11,11,11,11,2,2,2
7660,SP,10,10,10,10,10,10,10,0,0,0
7661,SP,10,11,11,11,11,11,11,3,3,3
7662,SP,11,11,11,11,11,11,11,2,2,2
7663,SP,10,10,10,10,10,10,10,1,1,1
7664,SP,11,11,11,11,11,11,11,2,3,2
7665,SP,11,10,10,10,10,10,10,1,1,1
7666,SP,11,11,11,11,11,11,11,2,2,2
7667,SP,10,10,10,10,10,10,10,1,1,1
7668,SP,10,11,11,11,11,11,11,3,3,3
7669,SP,11,10,10,10,10,10,10,0,0,0
7670,SP,10,10,11,11,11,11,11,2,2,2
7671,SP,11,11,11,11,11,11,11,2,2,2
7672,SP,11,10,10,10,10,10,10,0,1,0
7673,SP,10,10,10,10,11,11,11,2,2,2
7674,SP,10,10,10,10,10,10,10,0,0,0
7675,SP,10,11,11,11,11,11,11,3,3,3
7676,SP,11,11,10,10,10,10,10,1,1,1
7677,SP,10,10,10,10,11,11,11,2,2,2
7678,SP,11,11,11,11,11,11,11,2,2,2
7679,SP,11,10,10,10,10,10,10,0,0,0
7680,SP,10,11,11,11,11,11,11,2,2,2
7681,SP,11,11,10,10,10,10,10,1,1,1
7682,SP,10,10,10,10,11,11,11,2,2,2
7683,SP,11,11,11,11,11,11,11,2,2,2
7684,SP,10,10,10,10,10,10,11,1,1,1
7685,SP,11,11,11,11,11,11,11,3,2,2
7686,SP,10,10,10,10,10,10,10,1,1,1
7687,SP,11,11,11,11,11,11,11,2,2,2
7688,SP,10,10,10,10,10,10,10,0,1,0
7689,SP,10,11,11,11,11,11,11,2,2,2
7690,SP,11,11,11,10,10,10,10,1,1,1
7691,SP,11,11,11,11,11,11,11,2,2,2
7692,SP,11,11,11,11,11,11,11,2,2,2
7693,SP,10,10,10,10,10,10,10,0,0,0
7694,SP,10,11,11,11,11,11,11,2,2,2
7695,SP,11,10,10,10,10,10,10,1,1,1
7696,SP,10,10,11,11,11,11,11,2,2,2
7697,SP,11,11,11,11,11,11,11,2,2,2
7698,SP,10,10,10,10,10,10,10,1,1,1
7699,SP,11,11,11,11,11,11,11,2,2,2
7700,SP,10,10,10,10,10,10,10,0,0,0
7701,SP,11,11,11,11,11,11,11,3,3,3
7702,SP,11,11,11,11,11,10,10,1,1,1
7703,SP,11,10,10,10,10,10,10,1,1,1
7704,SP,11,11,11,11,11,11,11,2,2,2
7705,SP,10,10,10,10,10,10,10,1,1,1
7706,SP,11,11,11,11,11,11,11,2,2,2
7707,SP,10,10,10,10,10,10,10,1,1,1
7708,SP,10,11,11,10,10,11,11,2,2,2
7709,SP,11,11,11,11,11,11,11,2,2,2
7710,SP,10,10,10,10,10,10,10,1,1,1
7711,SP,11,11,11,11,11,11,11,2,2,2
7712,SP,10,10,10,10,10,10,10,1,1,1
7713,SP,11,11,11,11,11,11,11,2,2,2
7714,SP,10,10,10,10,10,10,10,1,1,1
7715,SP,11,11,11,11,11,11,11,2,2,2
7716,SP,11,10,10,10,10,11,10,1,1,1
7717,SP,10,11,11,10,10,10,11,2,1,2
7718,SP,11,11,11,11,11,11,11,2,2,2
7719,SP,10,10,10,10,10,10,10,1,1,1
7720,SP,10,11,11,11,11,11,11,2,2,2
7721,SP,10,10,10,10,10,10,10,0,0,0
7722,SP,11,11,11,11,11,11,11,3,3,3
7723,SP,11,11,11,11,11,11,11,2,2,2
7724,SP,11,11,11,11,11,11,11,2,2,2
7725,SP,11,11,11,11,11,11,11,2,2,2
7726,SP,10,10,10,10,10,10,10,1,0,1
7727,SP,11,11,11,11,11,11,11,2,2,2
7728,SP,10,10,10,10,10,10,10,1,1,1
7729,SP,10,11,11,11,11,11,11,2,2,2
7730,SP,11,10,10,10,10,10,10,1,1,1
7731,SP,10,11,11,11,11,11,11,2,2,2
7732,SP,11,11,11,11,11,11,11,2,2,2
7733,SP,10,10,10,10,10,10,10,1,1,1
7734,SP,10,10,10,10,10,10,11,2,1,2
7735,SP,11,11,11,11,11,10,10,1,1,1
7736,SP,10,10,10,10,10,11,11,2,2,2
7737,SP,11,11,11,11,11,11,11,2,2,2
7738,SP,10,10,10,10,10,11,10,1,1,1
7739,SP,11,11,11,10,10,10,10,1,1,1
7740,SP,10,10,10,10,10,10,10,1,1,1
7741,SP,11,11,11,11,11,11,11,3,3,3
7742,SP,11,11,11,11,11,11,11,2,1,1
7743,SP,10,10,10,11,11,11,11,2,2,2
7744,SP,11,11,11,11,11,11,11,2,1,2
7745,SP,10,10,10,10,10,10,10,1,1,1
7746,SP,11,11,11,11,11,11,11,2,2,2
7747,SP,10,11,10,10,10,10,10,1,1,1
7748,SP,10,11,11,11,11,11,11,2,3,2
7749,SP,11,11,11,11,11,10,10,2,2,2
7750,SP,10,10,10,10,10,10,10,1,1,1
7751,SP,10,11,11,11,11,11,11,2,2,2
7752,SP,10,10,10,10,10,10,10,1,1,1
7753,SP,11,11,11,11,11,11,11,2,2,2
7754,SP,11,11,11,10,10,10,11,2,2,2
7755,SP,10,10,10,10,10,10,10,1,1,1
7756,SP,11,11,11,11,11,11,11,2,2,2
7757,SP,10,10,10,10,10,10,10,0,0,0
7758,SP,10,11,11,11,11,11,11,3,3,3
7759,SP,11,11,11,11,11,11,10,1,2,1
7760,SP,10,10,10,10,10,10,10,1,1,1
7761,SP,11,11,11,11,11,11,11,2,2,2
7762,SP,10,10,10,10,10,10,10,0,0,0
7763,SP,11,11,11,11,11,11,11,3,3,3
7764,SP,11,11,11,11,11,11,11,1,2,2
7765,SP,10,10,10,10,10,10,10,1,1,1
7766,SP,11,11,11,11,11,11,11,2,2,2
7767,SP,10,10,10,10,10,10,10,0,0,0
7768,SP,11,11,11,11,11,11,11,3,3,3
7769,SP,11,10,10,10,10,10,10,1,1,1
7770,SP,10,10,10,11,11,11,11,2,2,2
7771,SP,11,11,11,11,11,11,11,2,2,2
7772,SP,10,10,10,10,10,10,10,0,1,0
7773,SP,10,11,11,11,11,11,11,2,2,2
7774,SP,10,10,10,10,10,10,10,1,1,1
7775,SP,11,11,11,11,11,11,11,2,2,2
7776,SP,11,11,11,11,11,11,11,2,2,2
7777,SP,10,10,10,10,10,10,10,1,1,1
7778,SP,11,11,11,11,11,11,11,2,2,2
