,Application,variable,Perf_node01_power_energy_pkg_,Perf_node01_power_energy_ram_,Perf_node01_power_energy_total_
7007,SP,0,1,1,1
7008,SP,103,2,2,2
7009,SP,0,1,1,1
7010,SP,127,2,2,2
7011,SP,127,2,2,2
7012,SP,0,1,1,1
7013,SP,126,2,2,2
7014,SP,0,0,1,1
7015,SP,126,2,2,2
7016,SP,127,1,1,1
7017,SP,112,2,2,2
7018,SP,127,2,2,2
7019,SP,0,1,1,1
7020,SP,127,2,2,2
7021,SP,31,1,1,1
7022,SP,127,2,2,2
7023,SP,127,2,2,2
7024,SP,0,1,1,1
7025,SP,127,2,2,2
7026,SP,0,0,0,0
7027,SP,127,3,3,3
7028,SP,7,1,1,1
7029,SP,120,2,2,2
7030,SP,127,2,2,2
7031,SP,1,1,1,1
7032,SP,96,2,2,2
7033,SP,1,1,1,1
7034,SP,112,2,2,2
7035,SP,15,1,1,1
7036,SP,120,2,2,2
7037,SP,127,2,2,2
7038,SP,0,1,1,1
7039,SP,98,2,2,2
7040,SP,1,1,1,1
7041,SP,112,2,2,2
7042,SP,31,1,1,1
7043,SP,0,1,2,1
7044,SP,127,2,2,2
7045,SP,0,1,1,1
7046,SP,127,2,2,2
7047,SP,0,1,1,1
7048,SP,127,2,2,2
7049,SP,127,2,2,2
7050,SP,0,1,1,1
7051,SP,127,2,2,2
7052,SP,0,1,0,0
7053,SP,127,2,3,2
7054,SP,1,1,1,1
7055,SP,126,2,2,2
7056,SP,127,2,2,2
7057,SP,0,1,1,1
7058,SP,126,2,2,2
7059,SP,0,1,1,1
7060,SP,126,2,2,2
7061,SP,7,1,1,1
7062,SP,126,2,2,2
7063,SP,127,2,2,2
7064,SP,0,1,1,1
7065,SP,118,2,2,2
7066,SP,15,1,1,1
7067,SP,96,2,2,2
7068,SP,31,1,2,1
7069,SP,96,2,2,2
7070,SP,127,2,2,2
7071,SP,0,1,1,1
7072,SP,126,2,2,2
7073,SP,31,1,1,1
7074,SP,96,2,2,2
7075,SP,127,2,2,2
7076,SP,0,1,1,1
7077,SP,127,2,2,2
7078,SP,0,1,0,1
7079,SP,127,2,3,2
7080,SP,0,1,1,1
7081,SP,127,2,2,2
7082,SP,127,2,2,2
7083,SP,0,1,1,1
7084,SP,127,2,2,2
7085,SP,0,0,0,0
7086,SP,127,2,2,2
7087,SP,0,1,1,1
7088,SP,127,2,2,2
7089,SP,127,2,2,2
7090,SP,0,1,1,1
7091,SP,127,2,2,2
7092,SP,0,0,0,0
7093,SP,126,3,2,3
7094,SP,95,1,1,1
7095,SP,112,2,2,2
7096,SP,127,2,2,2
7097,SP,0,1,1,1
7098,SP,127,2,2,2
7099,SP,127,2,2,2
7100,SP,1,1,1,1
7101,SP,127,2,2,2
7102,SP,0,1,1,1
7103,SP,127,2,2,2
7104,SP,0,0,0,0
7105,SP,127,3,3,3
7106,SP,15,1,1,1
7107,SP,126,2,2,2
7108,SP,127,2,2,2
7109,SP,0,1,1,1
7110,SP,118,2,2,2
7111,SP,15,1,1,1
7112,SP,96,2,2,2
7113,SP,127,2,2,2
7114,SP,0,1,1,1
7115,SP,127,2,2,2
7116,SP,1,0,0,0
7117,SP,124,2,2,2
7118,SP,127,2,2,2
7119,SP,1,1,1,1
7120,SP,127,2,2,2
7121,SP,0,1,1,1
7122,SP,127,2,2,2
7123,SP,0,0,0,0
7124,SP,127,3,3,3
7125,SP,127,1,2,2
7126,SP,127,2,1,2
7127,SP,127,2,2,2
7128,SP,0,1,1,1
7129,SP,126,2,2,2
7130,SP,0,1,0,1
7131,SP,126,2,3,3
7132,SP,31,1,1,1
7133,SP,0,1,1,1
7134,SP,127,2,1,2
7135,SP,0,1,1,1
7136,SP,127,2,2,2
7137,SP,94,1,1,1
7138,SP,63,1,2,2
7139,SP,127,2,2,2
7140,SP,0,1,1,1
7141,SP,127,2,2,2
7142,SP,0,1,1,1
7143,SP,103,2,1,2
7144,SP,0,1,1,1
7145,SP,127,2,2,2
7146,SP,127,2,2,2
7147,SP,0,1,1,1
7148,SP,127,2,2,2
7149,SP,0,0,0,0
7150,SP,126,3,3,3
7151,SP,31,1,1,1
7152,SP,96,2,2,2
7153,SP,127,2,2,2
7154,SP,0,0,0,0
7155,SP,127,3,3,3
7156,SP,0,1,1,1
7157,SP,127,2,2,2
7158,SP,127,2,2,2
7159,SP,0,1,1,1
7160,SP,126,2,2,2
7161,SP,3,1,1,1
7162,SP,112,2,2,2
7163,SP,127,2,2,2
7164,SP,0,1,1,1
7165,SP,127,2,2,2
7166,SP,0,0,0,0
7167,SP,127,3,3,3
7168,SP,0,1,1,1
7169,SP,127,2,2,2
7170,SP,127,2,2,2
7171,SP,1,1,1,1
7172,SP,96,2,2,2
7173,SP,3,1,1,1
7174,SP,112,2,2,2
7175,SP,95,1,1,1
7176,SP,0,1,1,1
7177,SP,127,2,2,2
7178,SP,0,0,0,0
7179,SP,127,3,3,3
7180,SP,7,1,1,1
7181,SP,126,2,2,2
7182,SP,127,2,2,2
7183,SP,0,1,1,1
7184,SP,102,2,1,2
7185,SP,1,1,1,1
7186,SP,112,2,2,2
7187,SP,127,1,2,1
7188,SP,0,1,1,1
7189,SP,127,2,2,2
7190,SP,0,1,1,1
7191,SP,127,2,2,2
7192,SP,0,1,1,1
7193,SP,127,2,2,2
7194,SP,127,2,2,2
7195,SP,0,1,1,1
7196,SP,126,2,2,2
7197,SP,0,0,0,0
7198,SP,126,3,3,3
7199,SP,31,1,1,1
7200,SP,96,2,1,2
7201,SP,127,2,2,2
7202,SP,0,0,0,0
7203,SP,127,3,3,3
7204,SP,7,1,1,1
7205,SP,127,2,2,2
7206,SP,127,2,2,2
7207,SP,0,1,1,1
7208,SP,126,2,2,2
7209,SP,0,0,1,1
7210,SP,126,2,2,2
7211,SP,7,1,1,1
7212,SP,96,2,2,2
7213,SP,127,2,2,2
7214,SP,0,1,1,1
7215,SP,114,2,2,2
7216,SP,127,2,2,2
7217,SP,0,1,1,1
7218,SP,127,2,2,2
7219,SP,0,1,1,1
7220,SP,127,2,2,2
7221,SP,1,1,1,1
7222,SP,96,2,2,2
7223,SP,0,1,1,1
7224,SP,120,2,2,2
7225,SP,63,1,1,1
7226,SP,96,1,2,2
7227,SP,127,2,2,2
7228,SP,0,1,1,1
7229,SP,127,2,2,2
7230,SP,1,1,1,1
7231,SP,96,2,2,2
7232,SP,127,2,2,2
7233,SP,0,1,1,1
7234,SP,127,2,2,2
7235,SP,0,0,0,0
7236,SP,127,3,3,3
7237,SP,13,1,1,1
7238,SP,63,2,1,2
7239,SP,127,2,3,2
7240,SP,0,0,0,0
7241,SP,126,2,2,2
7242,SP,0,0,1,0
7243,SP,126,3,3,3
7244,SP,31,1,1,1
7245,SP,96,2,2,2
7246,SP,127,2,2,2
7247,SP,0,1,1,1
7248,SP,96,2,2,2
7249,SP,31,1,1,1
7250,SP,96,2,2,2
7251,SP,31,1,1,1
7252,SP,0,1,1,1
7253,SP,127,2,3,2
7254,SP,1,0,0,0
7255,SP,126,2,2,2
7256,SP,0,1,1,1
7257,SP,127,2,2,2
7258,SP,127,2,2,2
7259,SP,0,1,1,1
7260,SP,127,3,3,3
7261,SP,0,0,0,0
7262,SP,127,3,3,3
7263,SP,7,1,1,1
7264,SP,124,2,2,2
7265,SP,127,2,2,2
7266,SP,0,1,1,1
7267,SP,127,2,2,2
7268,SP,0,0,0,0
7269,SP,120,2,3,2
7270,SP,31,1,1,1
7271,SP,0,1,2,1
7272,SP,127,2,2,2
7273,SP,0,0,0,0
7274,SP,126,2,2,2
7275,SP,127,2,2,2
7276,SP,31,1,1,1
7277,SP,126,2,2,2
7278,SP,0,1,1,1
7279,SP,127,2,2,2
7280,SP,0,0,1,0
7281,SP,127,2,2,2
7282,SP,0,1,1,1
7283,SP,127,2,2,2
7284,SP,127,2,2,2
7285,SP,0,1,1,1
7286,SP,64,2,2,2
7287,SP,0,0,0,0
7288,SP,126,3,3,3
7289,SP,127,1,1,1
7290,SP,0,1,1,1
7291,SP,127,3,3,3
7292,SP,0,0,0,0
7293,SP,127,3,3,3
7294,SP,3,1,1,1
7295,SP,127,2,2,2
7296,SP,127,3,2,3
7297,SP,0,0,1,0
7298,SP,127,2,2,2
7299,SP,0,1,1,1
7300,SP,103,2,2,2
7301,SP,0,1,1,1
7302,SP,127,2,2,2
7303,SP,127,2,2,2
7304,SP,0,1,1,1
7305,SP,103,2,2,2
7306,SP,0,1,1,1
7307,SP,126,2,2,2
7308,SP,3,1,1,1
7309,SP,96,2,2,2
7310,SP,95,1,1,1
7311,SP,0,1,1,1
7312,SP,127,2,2,2
7313,SP,0,0,0,0
7314,SP,127,3,3,3
7315,SP,1,1,1,1
7316,SP,127,2,3,2
7317,SP,127,2,2,2
7318,SP,0,1,1,1
7319,SP,126,2,2,2
7320,SP,1,0,0,0
7321,SP,112,2,2,2
7322,SP,31,1,1,1
7323,SP,96,2,2,2
7324,SP,127,2,2,2
7325,SP,0,1,1,1
7326,SP,127,2,2,2
7327,SP,0,1,1,1
7328,SP,127,2,2,2
7329,SP,127,2,2,2
7330,SP,0,1,1,1
7331,SP,127,2,2,2
7332,SP,0,0,0,0
7333,SP,127,3,3,3
7334,SP,15,1,1,1
7335,SP,126,2,2,2
7336,SP,127,2,2,2
7337,SP,1,1,1,1
7338,SP,126,2,2,2
7339,SP,7,1,1,1
7340,SP,96,2,2,2
7341,SP,127,2,2,2
7342,SP,0,1,1,1
7343,SP,127,2,2,2
7344,SP,0,0,0,0
7345,SP,127,3,3,3
7346,SP,7,1,1,1
7347,SP,126,2,2,2
7348,SP,127,2,2,2
7349,SP,15,1,1,1
7350,SP,64,1,1,1
7351,SP,0,1,1,1
7352,SP,126,2,2,2
7353,SP,1,1,1,1
7354,SP,126,2,2,2
7355,SP,127,2,2,2
7356,SP,0,0,1,1
7357,SP,126,2,2,2
7358,SP,3,1,1,1
7359,SP,96,2,2,2
7360,SP,15,1,1,1
7361,SP,112,2,2,2
7362,SP,127,2,2,2
7363,SP,0,1,0,1
7364,SP,126,2,3,3
7365,SP,31,1,1,1
7366,SP,0,1,1,1
7367,SP,127,2,2,2
7368,SP,96,2,2,2
7369,SP,127,2,2,2
7370,SP,0,1,1,1
7371,SP,103,2,2,2
7372,SP,0,1,1,1
7373,SP,127,2,2,2
7374,SP,127,2,2,2
7375,SP,0,1,1,1
7376,SP,127,2,2,2
7377,SP,0,1,1,1
7378,SP,127,2,2,2
7379,SP,0,1,1,1
7380,SP,127,2,2,2
7381,SP,127,2,2,2
7382,SP,0,1,1,1
7383,SP,63,2,1,2
7384,SP,0,0,0,0
7385,SP,127,3,3,3
7386,SP,1,1,1,1
7387,SP,127,2,2,2
7388,SP,127,2,2,2
7389,SP,1,1,1,1
7390,SP,126,2,2,2
7391,SP,7,1,1,1
7392,SP,96,2,2,2
7393,SP,95,1,1,1
7394,SP,0,1,1,1
7395,SP,127,2,2,2
7396,SP,0,0,0,0
7397,SP,127,3,3,3
7398,SP,67,1,1,1
7399,SP,127,2,2,2
7400,SP,127,2,2,2
7401,SP,0,1,1,1
7402,SP,6,2,1,2
7403,SP,0,1,1,1
7404,SP,127,2,3,2
7405,SP,0,1,1,1
7406,SP,127,2,2,2
7407,SP,127,2,2,2
7408,SP,0,1,1,1
7409,SP,127,2,2,2
7410,SP,0,1,1,1
7411,SP,127,3,2,3
7412,SP,0,0,1,0
7413,SP,126,3,3,3
7414,SP,127,3,2,3
7415,SP,0,0,0,0
7416,SP,98,2,2,2
7417,SP,0,1,1,1
7418,SP,126,2,2,2
7419,SP,7,1,1,1
7420,SP,124,2,2,2
7421,SP,127,2,2,2
7422,SP,0,1,1,1
7423,SP,0,2,1,1
7424,SP,5,1,1,1
7425,SP,96,2,2,2
7426,SP,127,2,2,2
7427,SP,64,1,1,1
7428,SP,127,2,2,2
7429,SP,0,1,1,1
7430,SP,124,2,2,2
7431,SP,31,1,1,1
7432,SP,0,2,2,2
7433,SP,31,1,1,1
7434,SP,32,2,2,2
7435,SP,127,2,2,2
7436,SP,0,0,1,0
7437,SP,127,2,2,2
7438,SP,0,1,1,1
7439,SP,127,2,2,2
7440,SP,127,2,2,2
7441,SP,0,1,1,1
7442,SP,127,2,2,2
7443,SP,0,0,0,0
7444,SP,127,2,2,2
7445,SP,7,1,1,1
7446,SP,126,2,2,2
7447,SP,127,2,2,2
7448,SP,0,1,1,1
7449,SP,96,2,2,2
7450,SP,0,1,1,1
7451,SP,120,2,2,2
7452,SP,127,1,2,1
7453,SP,32,2,1,2
7454,SP,127,2,2,2
7455,SP,3,1,1,1
7456,SP,96,2,2,2
7457,SP,127,2,2,2
7458,SP,0,1,1,1
7459,SP,127,2,2,2
7460,SP,0,1,1,1
7461,SP,127,2,2,2
7462,SP,0,1,1,1
7463,SP,97,2,2,2
7464,SP,30,1,1,1
7465,SP,124,2,2,2
7466,SP,127,2,2,2
7467,SP,0,1,1,1
7468,SP,127,2,2,2
7469,SP,0,0,0,0
7470,SP,127,3,3,3
7471,SP,1,1,1,1
7472,SP,126,2,2,2
7473,SP,127,2,2,2
7474,SP,0,0,0,0
7475,SP,126,2,2,2
7476,SP,3,1,1,1
7477,SP,96,2,2,2
7478,SP,31,1,1,1
7479,SP,124,2,2,2
7480,SP,7,1,1,1
7481,SP,0,1,1,1
7482,SP,126,2,2,2
7483,SP,31,1,2,1
7484,SP,96,2,1,2
7485,SP,127,2,2,2
7486,SP,0,1,1,1
7487,SP,1,1,1,1
7488,SP,0,0,0,0
7489,SP,127,3,3,3
7490,SP,1,1,1,1
7491,SP,127,2,2,2
7492,SP,127,2,2,2
7493,SP,0,1,1,1
7494,SP,127,2,2,2
7495,SP,0,1,1,1
7496,SP,126,3,3,3
7497,SP,31,1,1,1
7498,SP,127,2,2,2
7499,SP,127,2,2,2
7500,SP,0,1,1,1
7501,SP,100,2,2,2
7502,SP,0,1,1,1
7503,SP,127,2,2,2
7504,SP,0,1,1,1
7505,SP,127,2,2,2
7506,SP,127,2,2,2
7507,SP,0,1,1,1
7508,SP,114,2,2,2
7509,SP,0,1,1,1
7510,SP,127,3,2,2
7511,SP,1,1,1,1
7512,SP,126,2,2,2
7513,SP,127,2,2,2
7514,SP,1,1,1,1
7515,SP,100,2,1,2
7516,SP,1,1,1,1
7517,SP,112,2,2,2
7518,SP,15,1,1,1
7519,SP,112,2,2,2
7520,SP,127,2,2,2
7521,SP,1,1,1,1
7522,SP,96,2,2,2
7523,SP,127,1,1,1
7524,SP,96,2,2,2
7525,SP,95,1,1,1
7526,SP,0,1,1,1
7527,SP,127,2,2,2
7528,SP,0,0,0,0
7529,SP,127,3,3,3
7530,SP,0,1,1,1
7531,SP,127,2,2,2
7532,SP,127,2,2,2
7533,SP,0,1,1,1
7534,SP,127,2,2,2
7535,SP,0,0,0,0
7536,SP,126,2,3,2
7537,SP,127,1,1,1
7538,SP,96,2,2,2
7539,SP,31,2,2,2
7540,SP,0,1,1,1
7541,SP,127,2,2,2
7542,SP,95,1,2,1
7543,SP,127,2,1,2
7544,SP,127,2,2,2
7545,SP,0,1,1,1
7546,SP,95,2,2,2
7547,SP,0,0,0,0
7548,SP,127,3,3,3
7549,SP,31,1,1,1
7550,SP,96,2,2,2
7551,SP,127,2,2,2
7552,SP,0,1,1,1
7553,SP,127,2,2,2
7554,SP,0,1,1,1
7555,SP,127,2,2,2
7556,SP,127,2,2,2
7557,SP,0,1,1,1
7558,SP,127,2,2,2
7559,SP,0,1,1,1
7560,SP,127,2,2,2
7561,SP,0,1,1,1
7562,SP,127,2,2,2
7563,SP,117,2,2,2
7564,SP,0,1,1,1
7565,SP,127,2,2,2
7566,SP,0,1,1,1
7567,SP,127,2,2,2
7568,SP,0,1,0,1
7569,SP,127,2,3,2
7570,SP,127,2,2,2
7571,SP,0,0,0,0
7572,SP,126,2,2,2
7573,SP,0,0,0,0
7574,SP,126,3,3,3
7575,SP,31,1,1,1
7576,SP,126,2,2,2
7577,SP,127,2,2,2
7578,SP,0,1,1,1
7579,SP,124,2,2,2
7580,SP,7,1,1,1
7581,SP,96,2,2,2
7582,SP,63,1,1,1
7583,SP,96,2,2,2
7584,SP,127,2,2,2
7585,SP,0,0,1,0
7586,SP,126,2,2,2
7587,SP,127,2,2,2
7588,SP,1,1,1,1
7589,SP,126,2,2,2
7590,SP,0,1,1,1
7591,SP,127,2,2,2
7592,SP,0,0,0,0
7593,SP,127,3,3,3
7594,SP,1,1,1,1
7595,SP,127,2,2,2
7596,SP,103,2,2,2
7597,SP,0,1,1,1
7598,SP,127,2,2,2
7599,SP,0,0,1,0
7600,SP,126,2,2,2
7601,SP,1,1,1,1
7602,SP,127,2,2,2
7603,SP,127,2,2,2
7604,SP,0,1,1,1
7605,SP,127,2,2,2
7606,SP,0,1,1,1
7607,SP,112,2,2,2
7608,SP,127,2,2,2
7609,SP,96,2,2,2
7610,SP,127,2,1,2
7611,SP,1,1,1,1
7612,SP,96,2,2,2
7613,SP,127,1,1,1
7614,SP,96,2,2,2
7615,SP,31,1,1,1
7616,SP,0,1,1,1
7617,SP,127,2,2,2
7618,SP,0,1,0,1
7619,SP,127,2,3,2
7620,SP,0,1,1,1
7621,SP,126,2,2,2
7622,SP,127,2,2,2
7623,SP,0,1,1,1
7624,SP,127,2,2,2
7625,SP,0,1,1,1
7626,SP,127,2,2,2
7627,SP,0,0,0,0
7628,SP,127,2,2,2
7629,SP,127,2,2,2
7630,SP,0,1,1,1
7631,SP,127,2,2,2
7632,SP,0,0,0,0
7633,SP,127,3,3,3
7634,SP,1,1,1,1
7635,SP,126,2,2,2
7636,SP,127,2,2,2
7637,SP,0,0,0,0
7638,SP,126,2,2,2
7639,SP,1,1,1,1
7640,SP,124,2,2,2
7641,SP,31,1,1,1
7642,SP,120,2,2,2
7643,SP,127,2,2,2
7644,SP,0,1,1,1
7645,SP,96,2,2,2
7646,SP,31,1,1,1
7647,SP,96,2,2,2
7648,SP,31,1,1,1
7649,SP,96,2,2,2
7650,SP,127,2,2,2
7651,SP,0,1,1,1
7652,SP,126,2,2,2
7653,SP,31,1,1,1
7654,SP,124,2,2,2
7655,SP,1,0,0,0
7656,SP,112,2,2,2
7657,SP,127,2,2,2
7658,SP,0,0,1,0
7659,SP,126,2,2,2
7660,SP,0,0,0,0
7661,SP,126,3,3,3
7662,SP,127,2,2,2
7663,SP,0,1,1,1
7664,SP,127,2,3,2
7665,SP,1,1,1,1
7666,SP,127,2,2,2
7667,SP,0,1,1,1
7668,SP,126,3,3,3
7669,SP,1,0,0,0
7670,SP,124,2,2,2
7671,SP,127,2,2,2
7672,SP,1,0,1,0
7673,SP,112,2,2,2
7674,SP,0,0,0,0
7675,SP,126,3,3,3
7676,SP,3,1,1,1
7677,SP,112,2,2,2
7678,SP,127,2,2,2
7679,SP,1,0,0,0
7680,SP,126,2,2,2
7681,SP,3,1,1,1
7682,SP,112,2,2,2
7683,SP,127,2,2,2
7684,SP,64,1,1,1
7685,SP,127,3,2,2
7686,SP,0,1,1,1
7687,SP,127,2,2,2
7688,SP,0,0,1,0
7689,SP,126,2,2,2
7690,SP,7,1,1,1
7691,SP,127,2,2,2
7692,SP,127,2,2,2
7693,SP,0,0,0,0
7694,SP,126,2,2,2
7695,SP,1,1,1,1
7696,SP,124,2,2,2
7697,SP,127,2,2,2
7698,SP,0,1,1,1
7699,SP,127,2,2,2
7700,SP,0,0,0,0
7701,SP,127,3,3,3
7702,SP,31,1,1,1
7703,SP,1,1,1,1
7704,SP,127,2,2,2
7705,SP,0,1,1,1
7706,SP,127,2,2,2
7707,SP,0,1,1,1
7708,SP,102,2,2,2
7709,SP,127,2,2,2
7710,SP,0,1,1,1
7711,SP,127,2,2,2
7712,SP,0,1,1,1
7713,SP,127,2,2,2
7714,SP,0,1,1,1
7715,SP,127,2,2,2
7716,SP,33,1,1,1
7717,SP,70,2,1,2
7718,SP,127,2,2,2
7719,SP,0,1,1,1
7720,SP,126,2,2,2
7721,SP,0,0,0,0
7722,SP,127,3,3,3
7723,SP,127,2,2,2
7724,SP,127,2,2,2
7725,SP,127,2,2,2
7726,SP,0,1,0,1
7727,SP,127,2,2,2
7728,SP,0,1,1,1
7729,SP,126,2,2,2
7730,SP,1,1,1,1
7731,SP,126,2,2,2
7732,SP,127,2,2,2
7733,SP,0,1,1,1
7734,SP,64,2,1,2
7735,SP,31,1,1,1
7736,SP,96,2,2,2
7737,SP,127,2,2,2
7738,SP,32,1,1,1
7739,SP,7,1,1,1
7740,SP,0,1,1,1
7741,SP,127,3,3,3
7742,SP,127,2,1,1
7743,SP,120,2,2,2
7744,SP,127,2,1,2
7745,SP,0,1,1,1
7746,SP,127,2,2,2
7747,SP,2,1,1,1
7748,SP,126,2,3,2
7749,SP,31,2,2,2
7750,SP,0,1,1,1
7751,SP,126,2,2,2
7752,SP,0,1,1,1
7753,SP,127,2,2,2
7754,SP,71,2,2,2
7755,SP,0,1,1,1
7756,SP,127,2,2,2
7757,SP,0,0,0,0
7758,SP,126,3,3,3
7759,SP,63,1,2,1
7760,SP,0,1,1,1
7761,SP,127,2,2,2
7762,SP,0,0,0,0
7763,SP,127,3,3,3
7764,SP,127,1,2,2
7765,SP,0,1,1,1
7766,SP,127,2,2,2
7767,SP,0,0,0,0
7768,SP,127,3,3,3
7769,SP,1,1,1,1
7770,SP,120,2,2,2
7771,SP,127,2,2,2
7772,SP,0,0,1,0
7773,SP,126,2,2,2
7774,SP,0,1,1,1
7775,SP,127,2,2,2
7776,SP,127,2,2,2
7777,SP,0,1,1,1
7778,SP,127,2,2,2
7779,SP,1,1,1,1
7780,SP,120,2,2,2
7781,SP,31,1,1,1
7782,SP,0,1,2,1
7783,SP,127,2,1,2
7784,SP,0,0,1,0
7785,SP,127,3,3,3
7786,SP,15,1,1,1
7787,SP,0,2,1,1
7788,SP,127,2,2,2
7789,SP,0,0,0,0
7790,SP,127,3,3,3
7791,SP,95,1,1,1
7792,SP,0,1,2,1
7793,SP,127,2,2,2
7794,SP,0,0,0,0
7795,SP,127,3,3,3
7796,SP,127,1,2,1
7797,SP,0,2,2,2
7798,SP,127,2,2,2
7799,SP,0,0,0,0
7800,SP,127,3,3,3
7801,SP,15,1,1,1
7802,SP,120,2,2,2
7803,SP,127,2,2,2
7804,SP,0,0,0,0
7805,SP,127,3,3,3
7806,SP,7,1,1,1
7807,SP,127,2,2,2
7808,SP,127,2,2,2
7809,SP,0,1,1,1
7810,SP,112,2,2,2
7811,SP,127,1,2,1
7812,SP,120,2,2,2
7813,SP,7,1,1,1
7814,SP,0,1,1,1
7815,SP,127,2,2,2
7816,SP,0,1,0,1
7817,SP,127,2,2,2
7818,SP,0,1,1,1
7819,SP,127,2,2,2
7820,SP,127,2,2,2
7821,SP,0,1,0,1
7822,SP,118,2,2,2
7823,SP,1,1,1,1
7824,SP,124,2,2,2
7825,SP,31,1,1,1
7826,SP,0,1,1,1
7827,SP,127,2,2,2
7828,SP,0,0,0,0
7829,SP,127,3,3,3
7830,SP,15,1,1,1
7831,SP,0,1,1,1
7832,SP,127,2,2,2
7833,SP,0,0,0,0
7834,SP,126,3,3,3
7835,SP,127,1,2,1
7836,SP,0,1,1,1
7837,SP,127,2,2,2
7838,SP,0,0,0,0
7839,SP,126,3,3,3
7840,SP,127,1,2,1
7841,SP,0,1,1,1
7842,SP,127,2,2,2
7843,SP,0,0,0,0
7844,SP,127,3,3,3
7845,SP,31,1,1,1
7846,SP,127,2,2,2
7847,SP,127,2,2,2
7848,SP,0,1,1,1
7849,SP,126,2,2,2
7850,SP,127,2,2,2
7851,SP,0,2,1,2
7852,SP,127,2,2,2
7853,SP,0,1,1,1
7854,SP,127,2,2,2
7855,SP,0,0,0,0
7856,SP,127,3,2,3
7857,SP,127,2,2,2
7858,SP,0,0,0,0
7859,SP,127,3,3,3
7860,SP,31,1,1,1
7861,SP,112,2,2,2
7862,SP,127,2,2,2
7863,SP,0,1,1,1
7864,SP,79,2,1,2
7865,SP,0,0,0,0
7866,SP,127,3,3,3
7867,SP,3,1,1,1
7868,SP,126,2,2,2
7869,SP,127,2,1,2
7870,SP,1,1,1,1
7871,SP,112,2,2,2
7872,SP,0,1,1,1
7873,SP,127,3,3,3
7874,SP,127,2,2,2
7875,SP,0,1,1,1
7876,SP,127,2,2,2
7877,SP,0,0,0,0
7878,SP,126,3,3,3
7879,SP,3,1,1,1
7880,SP,32,2,1,2
7881,SP,127,2,2,2
7882,SP,0,0,0,0
7883,SP,127,3,3,3
7884,SP,1,1,1,1
7885,SP,127,2,2,2
7886,SP,127,2,2,2
7887,SP,0,0,0,0
7888,SP,126,2,2,2
7889,SP,15,1,1,1
7890,SP,96,2,2,2
7891,SP,127,2,2,2
7892,SP,0,1,1,1
7893,SP,127,2,2,2
7894,SP,0,0,0,0
7895,SP,127,3,3,3
7896,SP,31,1,1,1
7897,SP,0,1,1,1
7898,SP,127,2,2,2
7899,SP,0,0,0,0
7900,SP,127,3,3,3
7901,SP,4,1,1,1
7902,SP,127,2,2,2
7903,SP,127,2,2,2
7904,SP,0,1,1,1
7905,SP,102,2,1,2
7906,SP,0,1,1,1
7907,SP,112,2,2,2
7908,SP,127,2,2,2
7909,SP,0,1,1,1
7910,SP,119,2,2,2
7911,SP,0,0,0,0
7912,SP,127,3,3,3
7913,SP,1,1,1,1
7914,SP,126,2,2,2
7915,SP,127,2,1,2
7916,SP,0,1,1,1
7917,SP,124,2,2,2
7918,SP,31,1,1,1
7919,SP,96,2,2,2
7920,SP,127,2,2,2
7921,SP,0,1,1,1
7922,SP,127,2,2,2
7923,SP,0,0,0,0
7924,SP,127,3,3,3
7925,SP,0,0,0,0
7926,SP,94,2,1,2
7927,SP,126,2,3,2
7928,SP,127,2,3,2
7929,SP,94,2,3,3
7930,SP,127,3,3,3
7931,SP,127,1,2,1
7932,SP,0,0,0,0
7933,SP,127,3,3,3
7934,SP,31,1,2,1
7935,SP,96,2,2,2
7936,SP,127,2,2,2
7937,SP,64,1,1,1
7938,SP,127,2,2,2
7939,SP,0,0,0,0
7940,SP,127,3,3,3
7941,SP,15,1,1,1
7942,SP,0,1,2,1
7943,SP,127,2,2,2
7944,SP,0,0,0,0
7945,SP,127,3,3,3
7946,SP,0,1,1,1
7947,SP,122,2,2,2
7948,SP,127,2,2,2
7949,SP,1,1,1,1
7950,SP,126,2,2,2
7951,SP,127,1,1,1
7952,SP,96,2,1,2
7953,SP,127,2,2,2
7954,SP,0,1,1,1
7955,SP,127,2,2,2
7956,SP,0,0,0,0
7957,SP,127,3,3,3
7958,SP,127,1,2,1
7959,SP,0,1,1,1
7960,SP,127,2,2,2
7961,SP,0,1,1,1
7962,SP,127,2,1,2
7963,SP,0,1,1,1
7964,SP,127,3,3,3
7965,SP,127,2,2,2
7966,SP,0,1,1,1
7967,SP,126,2,2,2
7968,SP,1,1,1,1
7969,SP,112,2,2,2
7970,SP,127,2,1,2
7971,SP,0,1,1,1
7972,SP,127,2,2,2
7973,SP,0,0,0,0
7974,SP,127,3,3,3
7975,SP,1,1,1,1
7976,SP,127,2,2,2
7977,SP,127,2,2,2
7978,SP,0,1,1,1
7979,SP,126,2,2,2
7980,SP,1,1,1,1
7981,SP,112,2,2,2
7982,SP,63,2,2,2
7983,SP,0,1,1,1
7984,SP,127,2,2,2
7985,SP,0,1,1,1
7986,SP,126,2,2,2
7987,SP,0,1,1,1
7988,SP,127,2,3,2
7989,SP,127,2,2,2
7990,SP,0,1,1,1
7991,SP,126,2,2,2
7992,SP,1,1,1,1
7993,SP,124,2,2,2
7994,SP,15,1,1,1
7995,SP,120,2,2,2
7996,SP,127,2,2,2
7997,SP,1,1,1,1
7998,SP,126,2,2,2
7999,SP,1,1,1,1
8000,SP,96,2,2,2
8001,SP,31,1,1,1
8002,SP,112,2,2,2
