,Application,branch_misses,cache_misses,cache_references,instructions,cpu_clock,minor_faults,page_faults,task_clock,L1_icache_loads,LLC_loads,branch_load_misses,iTLB_load_misses,iTLB_loads,cpu_branch_misses_,cpu_bus_cycles_,cpu_cache_misses_,cpu_cache_references_,cpu_cpu_cycles_,cpu_instructions_,msr_aperf_,msr_mperf_,msr_tsc_,cpu_ref_cycles_,power_energy_ram_,power_energy_pkg_,total
1861,CG,94821246,852205097,1672765219,20032716608.0,315757.48,18,18,315488.38,11425144424,12362169546,102062791,47535157,21671691049.0,99241610,204000000000.0,824508576,1686764275,214000000000.0,21696829845.0,254738626,237408010,435000000000.0,198000000000.0,26.06,181.87,207.93
1862,CG,96266421,814399610,1635314443,20426831554.0,310546.55,4606,4611,310508.96,9861915402,11810316987,97602851,43224289,18456764516.0,94572003,201000000000.0,874534962,1609127101,211000000000.0,18396557726.0,252280059,235484116,434000000000.0,197000000000.0,29.22,181.55,210.77
1863,CG,97505545,793549198,1681926152,21945291544.0,310659.33,8942,8941,311913.98,11589490003,12251345648,101993585,48329069,22214280610.0,100021131,204000000000.0,820282412,1696534959,214000000000.0,21962196286.0,255172005,238221186,439000000000.0,200000000000.0,29.58,185.13,214.70999999999998
1864,CG,96523421,865404841,1656743590,19325854701.0,314470.25,16536,16536,314707.07,10996363131,12197826558,103253493,46733555,21356442847.0,99214249,202000000000.0,821913468,1675634234,211000000000.0,22179442735.0,252498638,235749962,434000000000.0,197000000000.0,28.77,182.27,211.04000000000002
1865,CG,98443943,793571216,1696021226,22304547828.0,310992.02,14131,14132,309667.72,10855709402,11955730575,99851591,45890123,19920261100.0,96795282,202000000000.0,863307509,1632206498,213000000000.0,19073837941.0,252640443,235618992,434000000000.0,197000000000.0,29.12,181.93,211.05
1866,CG,98357146,802996184,1681212478,21918789227.0,313157.3,4387,4382,314791.96,11540524113,12318388284,103523341,48162484,21990360837.0,100835349,205000000000.0,832044602,1693942576,215000000000.0,21958016624.0,256181317,239168216,441000000000.0,201000000000.0,29.45,185.55,215.0
1867,CG,96233498,862583843,1641512634,18931055998.0,313417.57,9,9,311925.23,9932255697,11848800143,97409119,45080013,18977506942.0,96512189,203000000000.0,858938913,1645206082,214000000000.0,19646866479.0,255239256,237652548,435000000000.0,198000000000.0,27.63,182.28,209.91
1868,CG,96365648,798050928,1674083202,21913609271.0,310657.33,5712,5712,310498.15,11465480896,12115753995,102264590,47042983,21379461056.0,97374758,200000000000.0,829384151,1644921419,210000000000.0,20760893827.0,250662133,234498488,434000000000.0,198000000000.0,28.89,182.14,211.02999999999997
1869,CG,96133841,852322289,1589972864,19369790036.0,312598.85,3,3,310435.87,11787505380,12124017688,100291457,44570537,22168984149.0,98762051,197000000000.0,806593896,1641966032,212000000000.0,22348085848.0,252322781,235511276,434000000000.0,198000000000.0,27.79,182.17,209.95999999999998
1870,CG,99462425,810835754,1614374329,21577823414.0,309440.47,5,5,311688.87,10342662900,11798993795,97050217,44514585,18852330892.0,96139451,197000000000.0,869449542,1587283501,212000000000.0,18878071611.0,252990015,236151202,435000000000.0,197000000000.0,29.39,182.41,211.8
1871,CG,96599301,801462746,1621920197,21666966060.0,311107.99,1,1,311013.59,11640328491,12100012215,96869996,43204539,21932403013.0,96438289,196000000000.0,812173764,1629393589,212000000000.0,21742620074.0,252050342,235201330,434000000000.0,197000000000.0,28.52,182.1,210.62
1872,CG,97713501,857054880,1576882684,18832751138.0,310897.06,4,4,311000.44,10390873953,11897282440,98875090,46002155,19473692811.0,98756071,198000000000.0,848389405,1630186239,213000000000.0,20213840875.0,253548718,236084646,433000000000.0,197000000000.0,28.88,181.97,210.85
1873,CG,97903134,790664008,1602356984,21709864260.0,309034.6,2,2,308716.55,11667338090,12045150697,98918138,44786689,21501218890.0,96764384,194000000000.0,820442963,1591171291,209000000000.0,20666450100.0,249639118,233555420,432000000000.0,197000000000.0,29.13,181.66,210.79
1874,CG,95404037,842092531,1583542694,19352877663.0,311988.65,7,7,307712.06,11841992128,12196070931,98246658,45035978,22179859306.0,98824266,196000000000.0,804844577,1628836574,211000000000.0,22217063026.0,251449701,234684954,433000000000.0,197000000000.0,28.99,181.88,210.87
1875,CG,99291804,799062550,1621487672,21671606618.0,308420.73,5,5,312973.46,10389956510,11811820645,99789238,44670992,18828068750.0,96626797,197000000000.0,873449143,1595956803,212000000000.0,18771491359.0,252866947,236027274,434000000000.0,198000000000.0,23.64,181.47,205.11
1876,CG,97616400,797302989,1608932018,21442265769.0,310857.57,0,0,311882.3,11629584138,12132859989,97757508,44492394,21758003030.0,96987926,197000000000.0,814104618,1629434488,212000000000.0,21822384419.0,253138654,236277286,436000000000.0,198000000000.0,28.34,182.86,211.20000000000002
1877,CG,95609219,859216636,1581349589,18669665700.0,312189.74,5,5,311247.53,10306286570,11902891752,97788151,44082049,19328884516.0,97616035,198000000000.0,850161694,1623211601,213000000000.0,20066370286.0,253376430,235891180,433000000000.0,197000000000.0,28.96,181.62,210.58
