,Application,branch_misses,cache_misses,cache_references,instructions,cpu_clock,minor_faults,page_faults,task_clock,L1_icache_loads,LLC_loads,branch_load_misses,iTLB_load_misses,iTLB_loads,cpu_branch_misses_,cpu_bus_cycles_,cpu_cache_misses_,cpu_cache_references_,cpu_cpu_cycles_,cpu_instructions_,msr_aperf_,msr_mperf_,msr_tsc_,cpu_ref_cycles_,power_energy_ram_,power_energy_pkg_,total
6594,MG,119548170,191309361,2764681165,53475004965.0,351931.5,5236,5245,351663.29,26055245772,18842576986,129196505,80879992,52515295682.0,122712504,228000000000.0,196392812,2503901353,248000000000.0,51689068639.0,289678178,271267290,498000000000.0,234000000000.0,33.4,229.22,262.62
6595,MG,96613332,224292808,2807315278,46613065741.0,357930.83,4903,4923,357578.5,18411378932,22881998349,89366714,58696578,46611922144.0,86507163,229000000000.0,235413785,3073158642,245000000000.0,46441307218.0,293219711,271639508,480000000000.0,222000000000.0,33.34,226.47,259.81
6596,MG,111950444,175267719,2265840512,47836288703.0,340054.14,5399,5378,342209.81,22286796276,16688449130,109775415,71442026,46910659026.0,113218941,223000000000.0,179385985,2237483877,240000000000.0,47184799084.0,282920084,264216106,481000000000.0,223000000000.0,31.07,219.82,250.89
6597,MG,113737523,233370907,3158204020,51984290851.0,338236.25,4805,4772,321933.52,23318547419,20847027164,113919985,74458742,51663395825.0,114279926,211000000000.0,197196814,2865675686,228000000000.0,51674425511.0,267901474,250813136,463000000000.0,217000000000.0,31.15,216.07,247.22
6598,MG,95602731,167211584,2086967468,42882500243.0,337877.34,4875,4905,352027.93,18663121422,17830876657,91469465,58273087,44983487096.0,90282860,221000000000.0,199345847,2415593713,241000000000.0,44816934467.0,288353709,268892204,481000000000.0,222000000000.0,33.18,225.4,258.58
6599,MG,120182820,189046229,2552476024,51450566162.0,342961.8,5188,5187,346675.5,24611286015,17056255429,122499981,77572681,49630609656.0,118450414,227000000000.0,182547850,2394805507,246000000000.0,49261569463.0,291382642,272824496,499000000000.0,234000000000.0,31.87,229.57,261.44
6600,MG,92650386,230206644,2897121216,45657088086.0,356709.79,6781,6834,342303.19,18410971027,22316352012,89168777,60122671,45975973779.0,89290278,215000000000.0,239260373,3038019411,233000000000.0,46029461683.0,278127033,258688640,461000000000.0,214000000000.0,32.49,218.37,250.86
6601,MG,110722390,168172536,2110208797,45964071643.0,331533.25,6855,6806,340291.35,22391668573,16131458603,102443025,66942606,46432935254.0,105857234,217000000000.0,171314343,2153555522,237000000000.0,46539575020.0,279974025,261285248,478000000000.0,222000000000.0,31.8,220.08,251.88000000000002
6602,MG,105725939,228310786,3009453576,51354059530.0,337538.72,101328,102432,339276.8,23798907365,20899354102,105141001,72536380,52004823963.0,107571875,226000000000.0,198411102,2789040583,247000000000.0,51635269427.0,288770048,270413780,497000000000.0,233000000000.0,33.09,230.35,263.44
6603,MG,76592708,190798003,2293144287,41797388872.0,355737.19,28757,27602,351428.49,16946081613,19456246128,73803542,50112144,41846251240.0,74399674,220000000000.0,217850614,2572226631,241000000000.0,42119341696.0,294366157,275100756,486000000000.0,224000000000.0,33.14,229.72,262.86
